,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth
Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
Cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,23.0,281.0,-56.0,-14.0,89.0,-28.0,1.0,-20.0,30.0,1.0,-20.0,53.0,3.0,-19.0,-75.0,13.0,15.0,24.0,-24.0,3.0,14.0,10.0,-10.0
170242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.0,-8.0,28.0,-24.0,49.0,-60.0,68.0,122.0,-37.0,-10.0,35.0,21.0,55.0,-14.0,54.0,48.0,36.0,7.0,10.0,23.0,-29.0,-46.0,19.0,5.0
170243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.0,-70.0,-46.0,-4.0,45.0,25.0,-68.0,77.0,-27.0,10.0,75.0,10.0,-33.0,190.0,26.0,-263.0,-9.0,35.0,-9.0,53.0,58.0,-20.0,10.0,16.0
170252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,-80.0,0.0,7.0,48.0,-27.0,-27.0,77.0,-76.0,88.0,12.0,55.0,40.0,41.0,-160.0,59.0,-27.0,-32.0,10.0,17.0,81.0,40.0,-87.0
170255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,103.0,-213.0,75.0,25.0,38.0,-24.0,56.0,14.0,44.0,-76.0,97.0,-28.0,-25.0,-12.0,-63.0,49.0,143.0,-39.0,206.0,-23.0,23.0,6.0
170256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,118.0,-23.0,0.0,39.0,24.0,-58.0,-10.0,-83.0,7.0,5.0,54.0,168.0,-43.0,6.0,-18.0,-6.0,-5.0,47.0,-17.0,7.0,-22.0,-26.0
170257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,36.0,13.0,61.0,29.0,10.0,20.0,10.0,-32.0,22.0,-6.0,44.0,5.0,54.0,26.0,41.0,57.0,-10.0,-85.0,19.0,79.0,-54.0
170258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.0,,,,,,,,,,,,,,,,,,,,,
170266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
170277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,69.0,5.0,61.0,208.0,-218.0,37.0,-78.0,-37.0,-2.0,86.0,22.0,28.0,20.0,15.0,-30.0,11.0,-23.0,-12.0,6.0,-12.0,16.0
170285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,77.0,22.0,25.0,-6.0,61.0,-14.0,-8.0,-7.0,48.0,37.0,27.0,31.0,-23.0,-4.0,-31.0,93.0,-148.0,-23.0,82.0,-114.0
170293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.0,-6.0,3.0,23.0,-26.0,119.0,-10.0,10.0,-14.0,21.0,19.0,19.0,19.0,-21.0,34.0,28.0,-46.0,-40.0,-18.0,-5.0,26.0
170296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,33.0,-137.0,-5.0,14.0,-4.0,-24.0,242.0,-9.0,-8.0,-36.0,-48.0,-13.0,8.0,-15.0,-106.0,23.0,67.0,-99.0,-5.0,42.0
170298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,17.0,9.0,27.0,61.0,-32.0,114.0,-5.0,30.0,25.0,-12.0,101.0,-4.0,40.0,14.0,-20.0,,,,,
170299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,-17.0,11.0,31.0,147.0,58.0,-1.0,14.0,9.0,36.0,114.0,-6.0,-12.0,40.0,-61.0,14.0,40.0,-16.0,31.0,-6.0,-15.0
170310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,168.0,109.0,-36.0,140.0,-179.0,-36.0,-144.0,51.0,21.0,-31.0,9.0,-11.0,4.0,-138.0,5.0,21.0,56.0,-75.0
170312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,26.0,-51.0,32.0,-58.0,-29.0,15.0,124.0,96.0,4.0,-16.0,36.0,5.0,56.0,-146.0,176.0,-12.0,-13.0,-17.0
170313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,105.0,-85.0,24.0,-62.0,37.0,-1.0,-57.0,44.0,196.0,-62.0,107.0,57.0,152.0,-90.0,-55.0,46.0,-53.0,-7.0
170317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,207.0,-85.0,-109.0,21.0,196.0,-128.0,65.0,37.0,14.0,2.0,15.0,4.0,136.0,-109.0,-35.0,-2.0,-4.0,-22.0
170320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,69.0,-41.0,11.0,59.0,44.0,75.0,44.0,40.0,11.0,-88.0,64.0,-32.0,-7.0,-3.0,2.0,-52.0,72.0,-38.0
170323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,133.0,31.0,-12.0,72.0,8.0,72.0,43.0,27.0,75.0,-57.0,11.0,34.0,11.0,-60.0,100.0,19.0,-10.0,-11.0
170325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.0,109.0,52.0,14.0,-131.0,128.0,-205.0,57.0,107.0,-8.0,-79.0,-13.0,299.0,-158.0,-163.0,-37.0,1.0,105.0,-99.0
170326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.0,77.0,32.0,1.0,-10.0,127.0,-229.0,170.0,45.0,7.0,-63.0,22.0,8.0,63.0,25.0,10.0,20.0,-13.0,8.0
170327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,40.0,-5.0,-15.0,38.0,13.0,-77.0,24.0,3.0,85.0,-115.0,211.0,39.0,75.0,70.0,5.0,25.0,28.0,38.0
170328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.0,242.0,-188.0,93.0,-8.0,45.0,-63.0,45.0,31.0,12.0,30.0,19.0,-4.0,-11.0,9.0,-16.0,-4.0,-21.0,21.0
170330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,116.0,-115.0,-4.0,30.0,-81.0,,,,,,,,,,,,,
170333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,-2.0,-12.0,59.0,53.0,-108.0,74.0,-15.0,28.0,-79.0,11.0,-16.0,-11.0,4.0,34.0,-10.0,21.0,-47.0
170335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,51.0,-10.0,-171.0,132.0,23.0,121.0,-1.0,-1.0,6.0,50.0,-54.0,23.0,-170.0,-70.0,31.0,80.0,-150.0
170338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.0,31.0,-25.0,,,,,,,,,,,,,,,
170339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,53.0,-23.0,-48.0,-24.0,49.0,42.0,265.0,98.0,-22.0,101.0,17.0,-15.0,18.0,-65.0,77.0,76.0,-201.0
170340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0,19.0,26.0,-46.0,-10.0,26.0,24.0,2.0,159.0,-172.0,-20.0,-15.0,109.0,-96.0,-19.0,24.0,-2.0,16.0
170342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,-1.0,64.0,-18.0,18.0,-132.0,2.0,60.0,87.0,-74.0,48.0,-62.0,5.0,-56.0,128.0,-25.0,17.0,-113.0
170343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,40.0,11.0,53.0,53.0,41.0,31.0,9.0,34.0,-57.0,7.0,-156.0,88.0,-68.0,80.0,-10.0,163.0,14.0
170345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,61.0,-27.0,20.0,7.0,5.0,38.0,31.0,136.0,-165.0,152.0,-12.0,-41.0,-28.0,34.0,-22.0,82.0,-62.0
170347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,106.0,-13.0,-162.0,52.0,106.0,-9.0,13.0,-81.0,-15.0,32.0,53.0,-48.0,-158.0,60.0,-44.0,-39.0,4.0
170349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.0,29.0,-15.0,-1.0,-16.0,1.0,-2.0,17.0,-7.0,26.0,-28.0,8.0,-13.0,31.0,95.0,-22.0
170350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,12.0,18.0,-83.0,19.0,-9.0,8.0,-15.0,170.0,-24.0,34.0,-101.0,84.0,11.0,-10.0,35.0
170351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,-22.0,143.0,50.0,-119.0,-21.0,-43.0,18.0,160.0,19.0,-170.0,21.0,148.0,-79.0,23.0,7.0
170353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.0,-4.0,112.0,-63.0,10.0,31.0,45.0,-75.0,-5.0,58.0,-120.0,-22.0,83.0,-63.0,3.0,-17.0
170354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,37.0,16.0,16.0,44.0,-23.0,-137.0,-88.0,-12.0,-20.0,75.0,-88.0,8.0,24.0,-48.0,-9.0
170355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,12.0,-24.0,-39.0,2.0,129.0,203.0,-25.0,43.0,-6.0,24.0,-366.0,4.0,-1.0,,
170359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,74.0,2.0,-165.0,22.0,-12.0,-11.0,-1.0,39.0,56.0,-94.0,223.0,-89.0,-27.0,-56.0
170362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,60.0,-78.0,20.0,91.0,-32.0,-34.0,160.0,-11.0,-190.0,22.0,72.0,37.0,34.0,-24.0
170363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,-2.0,0.0,-7.0,85.0,-8.0,-1.0,159.0,-5.0,88.0,-228.0,76.0,-61.0,73.0,0.0
170366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,86.0,45.0,16.0,58.0,23.0,-78.0,122.0,27.0,26.0,9.0,-7.0,4.0,-2.0,-5.0
170371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,33.0,-159.0,21.0,26.0,-39.0,,,,,,,,,
170373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,123.0,-31.0,-12.0,16.0,104.0,-284.0,68.0,11.0,19.0,-11.0,85.0,7.0,66.0,-45.0
170376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,32.0,-27.0,17.0,12.0,159.0,-188.0,120.0,23.0,27.0,54.0,60.0,11.0,85.0,-49.0
170379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.0,-42.0,-146.0,-23.0,1.0,57.0,14.0,-41.0,217.0,79.0,-305.0,102.0,56.0,-100.0,26.0
170380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.0,39.0,50.0,44.0,-33.0,135.0,,,,,,,,,
170383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,-9.0,61.0,18.0,36.0,-31.0,14.0,33.0,37.0,-76.0,-131.0,79.0,79.0,93.0,20.0
170386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,67.0,77.0,37.0,-3.0,30.0,24.0,-6.0,-19.0,23.0,-17.0,-4.0,1.0
170388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.0,42.0,20.0,195.0,-329.0,2.0,-6.0,4.0,93.0,-86.0,76.0,118.0,87.0
170394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58.0,44.0,-57.0,119.0,5.0,27.0,42.0,13.0,-2.0,20.0,19.0,11.0,4.0
170395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,79.0,39.0,70.0,23.0,13.0,-38.0,-18.0,-236.0,182.0,-49.0,-2.0,-27.0
170396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,30.0,8.0,-34.0,-86.0,-28.0,45.0,-75.0,57.0,12.0,72.0,19.0,-86.0
170397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.0,17.0,186.0,16.0,-7.0,-15.0,29.0,-52.0,-163.0,40.0,-24.0,65.0,47.0
170398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-41.0,-13.0,42.0,25.0,32.0,55.0,-13.0,-17.0,-128.0,-3.0,2.0,18.0,0.0
170399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0,-4.0,10.0,-6.0,,,,,,,,,
170400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-49.0,132.0,61.0,-60.0,-64.0,41.0,30.0,-62.0,-24.0,34.0,3.0,42.0,27.0
170412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.0,16.0,-4.0,28.0,-11.0,-3.0,-23.0,96.0,252.0,-112.0,54.0
170414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,-60.0,52.0,42.0,-36.0,-3.0,-57.0,110.0,11.0,1.0,-135.0
170415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,-4.0,28.0,-51.0,175.0,-14.0,-188.0,149.0,85.0,-128.0,-68.0
170416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,46.0,25.0,37.0,-30.0,15.0,-128.0,-28.0,218.0,3.0,-36.0
170418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-92.0,75.0,-129.0,149.0,-8.0,56.0,-79.0,4.0,-60.0,80.0,-46.0
170420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-32.0,114.0,-87.0,80.0,45.0,14.0,,,,,
170421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,71.0,7.0,54.0,19.0,-177.0,150.0,-21.0,12.0,-29.0,52.0
170422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,10.0,-142.0,-45.0,117.0,-87.0,251.0,29.0,23.0,106.0,19.0
170423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,77.0,-49.0,66.0,-61.0,11.0,79.0,35.0,99.0,57.0,-58.0
170425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,-17.0,-6.0,190.0,-44.0,204.0,-64.0,14.0,-46.0,130.0,-53.0
170427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,195.0,-22.0,31.0,55.0,102.0,-59.0,170.0,-66.0,-7.0,-4.0
170428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,29.0,-48.0,-9.0,52.0,34.0,-62.0,-22.0,50.0,82.0,79.0
170430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-59.0,98.0,16.0,26.0,-8.0,-60.0,50.0,-9.0,-42.0
170431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,39.0,-27.0,164.0,155.0,-1.0,11.0,24.0,-84.0
170433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.0,200.0,95.0,34.0,141.0,-77.0,32.0,1.0,30.0
170434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,12.0,85.0,-84.0,222.0,-109.0,-31.0,25.0,73.0
170439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,22.0,74.0,-15.0,19.0,93.0,21.0,-21.0,-59.0
170442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-132.0,-9.0,5.0,-3.0,-9.0,112.0,24.0,42.0,-37.0
170443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-172.0,-5.0,-3.0,7.0,-11.0,19.0,-20.0,65.0,32.0
170446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,14.0,-101.0,-11.0,27.0,-129.0,114.0
170448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.0,11.0,1.0,57.0,30.0,-106.0,4.0
170449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0,-35.0,-115.0,189.0,60.0,-23.0,-58.0
170454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,14.0,-111.0,88.0,16.0,-27.0,-46.0
170457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,-48.0,-20.0,89.0,-27.0,39.0,-25.0
170461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-33.0,-16.0,190.0,-8.0,-91.0,39.0
170463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,-8.0,1.0,45.0,6.0,-29.0,-13.0
170465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-101.0,83.0,-51.0,110.0,44.0,10.0,-48.0
170477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,-60.0,112.0,-27.0,108.0,-130.0
170478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,-25.0,8.0,-4.0,20.0,40.0
170479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.0,-3.0,94.0,18.0,90.0,-54.0
170480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,-7.0,90.0,13.0,30.0,3.0
170481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.0,-86.0,15.0,-12.0,4.0,-8.0
170482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,-164.0,-28.0,20.0,32.0,34.0
170483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.0,4.0,-1.0,1.0,27.0,-8.0
170484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,
170485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,-29.0,33.0,17.0,242.0,-8.0
170486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.0,,,,,
170491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,-124.0,16.0,91.0,-59.0,0.0
170492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,-44.0,-21.0,65.0,50.0,-160.0
170493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,-40.0,71.0,51.0,-29.0,-139.0
170494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.0,-32.0,-4.0,-6.0,-17.0,-2.0
170495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,30.0,37.0,95.0,-34.0,-23.0
170497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,208.0,39.0,-18.0,-63.0
170499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,55.0,58.0,-4.0,-51.0
170533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0,27.0,-10.0
170540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,70.0,-141.0
170543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,26.0,73.0
170546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,-25.0
170547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.0,-16.0
170548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,32.0
170549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.0,-1.0
170551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,-5.0
170552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.0,39.0
170553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,32.0
170556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,-81.0
170557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-145.0,40.0
170558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,-24.0
170559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,17.0
180001,17.0,16.0,7.0,-85.0,72.0,24.0,-31.0,-26.0,33.0,30.0,-6.0,-16.0,-9.0,23.0,-31.0,-19.0,20.0,4.0,20.0,16.0,23.0,8.0,9.0,-28.0,-9.0,107.0,-62.0,28.0,1.0,-18.0,43.0,-21.0,-52.0,66.0,-13.0,-20.0,-66.0,-16.0,0.0,7.0,-37.0,27.0,16.0,-111.0,29.0,10.0,-150.0,46.0,85.0,-10.0,48.0,-18.0,-5.0,3.0,-4.0,12.0,93.0,-222.0,-37.0,-4.0
180003,73.0,-9.0,92.0,-70.0,-40.0,67.0,-58.0,4.0,-29.0,63.0,-30.0,-10.0,19.0,-35.0,-11.0,-25.0,58.0,10.0,-17.0,-11.0,-27.0,-98.0,6.0,-394.0,98.0,149.0,26.0,-35.0,140.0,-259.0,-67.0,65.0,66.0,71.0,-2.0,-109.0,85.0,-38.0,-37.0,30.0,48.0,-7.0,-217.0,3.0,-3.0,-3.0,274.0,-39.0,65.0,-90.0,-17.0,-47.0,64.0,15.0,38.0,-45.0,-85.0,21.0,-62.0,61.0
180005,28.0,10.0,23.0,-63.0,-10.0,11.0,33.0,-26.0,5.0,53.0,-65.0,37.0,37.0,-52.0,6.0,38.0,-22.0,-49.0,10.0,-11.0,50.0,32.0,0.0,85.0,-123.0,76.0,-35.0,31.0,-44.0,1.0,18.0,-24.0,47.0,-30.0,-11.0,30.0,3.0,-125.0,11.0,-5.0,57.0,20.0,-2.0,42.0,-24.0,-40.0,-31.0,0.0,-10.0,-48.0,-33.0,52.0,34.0,2.0,6.0,-19.0,-10.0,4.0,33.0,21.0
180006,-13.0,-22.0,43.0,-15.0,-11.0,23.0,-42.0,48.0,-41.0,-16.0,7.0,13.0,-21.0,16.0,-33.0,88.0,-17.0,-24.0,31.0,85.0,-64.0,-18.0,47.0,2.0,34.0,-42.0,-29.0,-13.0,67.0,-108.0,-20.0,-19.0,-5.0,24.0,-25.0,-103.0,-29.0,-206.0,129.0,23.0,76.0,83.0,8.0,88.0,-94.0,66.0,-1.0,-52.0,26.0,94.0,-16.0,17.0,-23.0,69.0,46.0,9.0,-116.0,-139.0,-36.0,197.0
180007,-18.0,-15.0,41.0,18.0,12.0,50.0,-99.0,29.0,-41.0,13.0,-15.0,-2.0,26.0,-3.0,75.0,-54.0,-14.0,17.0,-17.0,72.0,-5.0,-59.0,0.0,25.0,-26.0,54.0,-67.0,71.0,-60.0,-4.0,22.0,199.0,-324.0,29.0,-6.0,-52.0,6.0,250.0,-79.0,-179.0,-9.0,-7.0,139.0,-198.0,26.0,-43.0,37.0,-55.0,54.0,45.0,-10.0,35.0,1.0,15.0,6.0,56.0,-18.0,11.0,28.0,2.0
