,Cell,Time,Channel,Area,Mean,Variance,Total Intensity,Center of Mass X,Center of Mass Y,Angle of Major Axis,Length Major Axis,Length Minor Axis,Disappeared in video,Growth,Name,Site
123,70004,0,Channel1,78,3934.48717948718,88994.12163050624,306890,720.0,13.5,90.0,10.509117871713045,9.518266785366052,False,,7,7&8
124,70004,1,Channel1,85,3797.6,102453.46352941172,322796,721.7764705882353,14.8,72.54992597586369,10.941092638881322,10.046449488729928,False,7.0,7,7&8
125,70004,2,Channel1,81,3663.679012345679,95901.74881877765,296758,721.4197530864197,15.802469135802468,59.9171054039595,11.061681290727256,9.473794766052734,False,-4.0,7,7&8
126,70004,3,Channel1,96,3594.552083333333,141470.51812065972,345077,723.1979166666666,14.65625,56.77717392736139,11.593293789642004,10.67703366478621,False,15.0,7,7&8
127,70004,4,Channel1,106,3529.235849056604,143726.8972054112,374099,723.5471698113207,13.09433962264151,60.92756619122465,12.127252037040837,11.355198796201146,False,10.0,7,7&8
128,70004,5,Channel1,107,3407.308411214953,115508.6432002795,364582,724.1495327102804,13.925233644859814,75.00350350733389,12.48044606033886,11.091993943881642,False,1.0,7,7&8
129,70004,6,Channel1,114,3373.5877192982457,134102.18967374577,384589,724.5701754385965,12.508771929824562,65.07629925913723,12.76110406647619,11.526538978313,False,7.0,7,7&8
130,70004,7,Channel1,109,3247.183486238532,113151.56266307549,353943,723.8623853211009,14.917431192660551,64.71089262048204,12.371261216851437,11.45760596741289,False,-5.0,7,7&8
131,70004,8,Channel1,110,3204.318181818182,103462.944214876,352475,723.8545454545455,13.027272727272727,53.05990059244192,12.351838573003269,11.527212194660532,False,1.0,7,7&8
132,70004,9,Channel1,114,3165.1052631578946,103053.84856879042,360822,724.4736842105264,13.508771929824562,68.25810487661519,12.695056735908068,11.602186201743804,False,4.0,7,7&8
133,70004,10,Channel1,121,3079.123966942149,107773.56314459397,372574,724.7107438016529,12.611570247933884,62.34045062844972,13.18578906774652,11.818810344347783,False,7.0,7,7&8
134,70004,11,Channel1,124,3021.967741935484,122044.3699271592,374724,725.3145161290323,11.862903225806452,63.66061161204724,13.14812519265899,12.147818732514471,False,3.0,7,7&8
135,70004,12,Channel1,123,2879.837398373984,69484.46136558926,354220,725.6747967479674,10.707317073170731,70.92752512284602,13.28242550397692,11.930021239336533,False,-1.0,7,7&8
136,70004,13,Channel1,135,2935.8444444444444,104363.90913580247,396339,725.0222222222222,13.170370370370373,69.98679985847637,13.88477088118745,12.513514328053471,False,12.0,7,7&8
137,70004,14,Channel1,134,2830.6119402985078,86283.01358877256,379302,724.955223880597,10.761194029850746,-80.56771926162784,13.300866733138484,12.919646520750138,False,-1.0,7,7&8
