,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth
Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
Cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90059,33.0,-6.0,-17.0,-78.0,69.0,35.0,-20.0,-17.0,-7.0,40.0,8.0,-46.0,5.0,5.0,5.0,-1.0,14.0,-18.0,-5.0,35.0,-11.0,-2.0,9.0,-7.0,20.0,-19.0,26.0,-25.0,-13.0,-16.0,16.0,26.0,-7.0,-10.0,-11.0,87.0,-81.0,72.0,31.0,11.0,40.0,19.0,-27.0,97.0,-36.0,-15.0,36.0,9.0,28.0,-28.0,171.0,61.0,-7.0,11.0,6.0,60.0,-13.0,-21.0,-8.0,29.0
90061,64.0,8.0,-25.0,-63.0,97.0,4.0,-16.0,-38.0,66.0,-11.0,1.0,-57.0,82.0,0.0,13.0,-82.0,17.0,47.0,-6.0,15.0,-47.0,39.0,-7.0,-64.0,105.0,-89.0,41.0,-29.0,97.0,-48.0,-7.0,-4.0,14.0,18.0,4.0,-129.0,81.0,-11.0,-25.0,-48.0,27.0,-23.0,-13.0,-12.0,30.0,67.0,61.0,-19.0,0.0,24.0,-12.0,26.0,-18.0,23.0,27.0,-10.0,15.0,13.0,39.0,-29.0
90062,49.0,17.0,-56.0,7.0,-25.0,-29.0,46.0,16.0,-17.0,41.0,5.0,-17.0,-34.0,47.0,-4.0,-55.0,51.0,-14.0,-34.0,18.0,41.0,-11.0,-49.0,52.0,15.0,-79.0,52.0,-63.0,55.0,30.0,-32.0,24.0,-7.0,31.0,-37.0,64.0,-38.0,-11.0,-20.0,-38.0,47.0,1.0,-41.0,-44.0,-12.0,24.0,-25.0,3.0,-5.0,9.0,-1.0,-3.0,22.0,-9.0,1.0,-8.0,10.0,-37.0,13.0,14.0
90063,-93.0,-68.0,82.0,55.0,-73.0,-34.0,62.0,184.0,-157.0,-88.0,43.0,98.0,-133.0,78.0,-27.0,118.0,4.0,111.0,-56.0,-230.0,178.0,16.0,-42.0,32.0,-65.0,-349.0,-54.0,-24.0,5.0,-4.0,21.0,5.0,2.0,-16.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
90064,-113.0,-18.0,-5.0,53.0,-14.0,-4.0,0.0,187.0,-202.0,6.0,-26.0,193.0,-179.0,46.0,-329.0,13.0,12.0,186.0,30.0,-22.0,-204.0,52.0,-2.0,12.0,25.0,-11.0,25.0,9.0,25.0,20.0,15.0,-8.0,-2.0,13.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,
90069,-100.0,65.0,4.0,3.0,1.0,-44.0,-4.0,121.0,-5.0,-28.0,-73.0,116.0,-138.0,74.0,-44.0,96.0,-72.0,15.0,-50.0,9.0,-25.0,4.0,-32.0,91.0,23.0,-66.0,6.0,80.0,-129.0,-1.0,27.0,68.0,-70.0,73.0,-96.0,,,,,,,,,,,,,,,,,,,,,,,,,
90075,,-40.0,34.0,33.0,35.0,25.0,4.0,-4.0,24.0,-12.0,25.0,-4.0,-1.0,-11.0,10.0,-12.0,35.0,-19.0,13.0,3.0,7.0,3.0,7.0,-43.0,44.0,14.0,-15.0,-46.0,65.0,-15.0,7.0,18.0,3.0,11.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
90077,,,19.0,-12.0,23.0,35.0,-5.0,-9.0,33.0,-5.0,13.0,11.0,12.0,1.0,2.0,-24.0,-9.0,-10.0,74.0,42.0,-115.0,6.0,22.0,46.0,-33.0,-29.0,-49.0,95.0,-22.0,-35.0,40.0,-30.0,35.0,14.0,-8.0,47.0,42.0,12.0,33.0,-15.0,-7.0,-15.0,29.0,44.0,-35.0,-33.0,26.0,56.0,-70.0,48.0,-50.0,64.0,-97.0,5.0,19.0,35.0,-68.0,15.0,7.0,155.0
90079,,,,40.0,65.0,38.0,23.0,-22.0,68.0,-10.0,-3.0,-31.0,29.0,35.0,11.0,-55.0,68.0,-13.0,18.0,37.0,-48.0,14.0,-3.0,-17.0,9.0,5.0,-9.0,15.0,4.0,-95.0,-5.0,11.0,19.0,3.0,9.0,70.0,100.0,-26.0,-191.0,,,,,,,,,,,,,,,,,,,,,
90080,,,,37.0,91.0,13.0,66.0,14.0,-231.0,11.0,24.0,18.0,161.0,-27.0,15.0,175.0,-123.0,-17.0,25.0,56.0,-54.0,0.0,51.0,6.0,61.0,-83.0,-29.0,80.0,-15.0,-5.0,-3.0,20.0,-40.0,15.0,48.0,25.0,-43.0,-153.0,-187.0,67.0,41.0,13.0,-120.0,191.0,-9.0,43.0,-55.0,26.0,18.0,-4.0,21.0,2.0,-151.0,32.0,7.0,24.0,34.0,9.0,-14.0,24.0
90081,,,,,,48.0,16.0,-20.0,47.0,9.0,-13.0,-64.0,61.0,11.0,10.0,-26.0,14.0,9.0,9.0,56.0,-58.0,23.0,-32.0,25.0,-10.0,13.0,-29.0,35.0,4.0,18.0,-10.0,0.0,16.0,-5.0,12.0,-15.0,-5.0,-1.0,-10.0,-7.0,8.0,1.0,-134.0,82.0,16.0,-12.0,-19.0,-42.0,-11.0,122.0,11.0,-14.0,17.0,-9.0,10.0,,,,,
90085,,,,,,,-4.0,64.0,3.0,-1.0,12.0,11.0,7.0,23.0,24.0,-46.0,34.0,42.0,-2.0,16.0,14.0,-2.0,-5.0,-1.0,32.0,-10.0,46.0,-27.0,31.0,11.0,-15.0,-3.0,13.0,29.0,-15.0,-51.0,38.0,-30.0,66.0,-13.0,-40.0,-8.0,-15.0,55.0,-56.0,24.0,-35.0,45.0,-44.0,-2.0,154.0,17.0,1.0,8.0,5.0,10.0,-54.0,-3.0,2.0,8.0
90090,,,,,,,,,,,,-12.0,77.0,27.0,60.0,99.0,-55.0,26.0,3.0,-23.0,28.0,25.0,13.0,-75.0,68.0,1.0,44.0,-30.0,59.0,-24.0,27.0,-31.0,25.0,12.0,16.0,-29.0,29.0,81.0,1.0,-71.0,72.0,-17.0,-7.0,-6.0,0.0,16.0,12.0,-2.0,-36.0,25.0,4.0,-38.0,44.0,-11.0,-1.0,-16.0,-10.0,61.0,-32.0,14.0
90091,,,,,,,,,,,,-51.0,15.0,24.0,8.0,5.0,-25.0,-74.0,-18.0,28.0,26.0,-12.0,19.0,-41.0,61.0,55.0,-6.0,-23.0,-4.0,16.0,-31.0,16.0,-6.0,22.0,30.0,3.0,10.0,70.0,-130.0,-60.0,47.0,35.0,-57.0,-54.0,-9.0,26.0,60.0,-1.0,21.0,17.0,48.0,19.0,3.0,27.0,10.0,5.0,20.0,2.0,40.0,-27.0
90093,,,,,,,,,,,,,,,19.0,82.0,-128.0,61.0,101.0,3.0,36.0,11.0,53.0,29.0,-45.0,65.0,-94.0,123.0,-2.0,29.0,-34.0,6.0,-41.0,-2.0,-12.0,64.0,-148.0,14.0,25.0,82.0,-130.0,80.0,26.0,-18.0,-51.0,44.0,-2.0,-112.0,120.0,-42.0,23.0,59.0,-73.0,16.0,-74.0,74.0,-60.0,100.0,19.0,-150.0
90096,,,,,,,,,,,,,,,,,,24.0,11.0,58.0,3.0,19.0,17.0,-3.0,37.0,24.0,22.0,-37.0,61.0,8.0,8.0,-12.0,11.0,-3.0,15.0,-30.0,49.0,-15.0,11.0,98.0,-30.0,-36.0,82.0,-8.0,24.0,8.0,0.0,-17.0,9.0,23.0,-29.0,-39.0,13.0,41.0,5.0,-45.0,-1.0,2.0,15.0,-12.0
90097,,,,,,,,,,,,,,,,,,,,36.0,34.0,43.0,24.0,9.0,43.0,-1.0,55.0,8.0,63.0,-15.0,26.0,29.0,-5.0,43.0,6.0,29.0,-37.0,41.0,4.0,-100.0,63.0,5.0,13.0,-58.0,-150.0,-5.0,12.0,-24.0,0.0,-7.0,27.0,-15.0,17.0,-2.0,20.0,-7.0,-4.0,19.0,11.0,10.0
90099,,,,,,,,,,,,,,,,,,,,-2.0,82.0,24.0,55.0,27.0,31.0,34.0,1.0,55.0,17.0,20.0,0.0,24.0,17.0,-24.0,24.0,-54.0,47.0,-202.0,-25.0,3.0,-34.0,-23.0,40.0,-56.0,24.0,50.0,-52.0,-12.0,15.0,6.0,-4.0,-11.0,5.0,-16.0,11.0,64.0,-30.0,-26.0,4.0,-6.0
90103,,,,,,,,,,,,,,,,,,,,,-117.0,25.0,88.0,-73.0,16.0,45.0,-5.0,-38.0,25.0,-26.0,19.0,45.0,-8.0,-19.0,26.0,70.0,-67.0,-22.0,21.0,49.0,-94.0,9.0,-59.0,55.0,29.0,-21.0,5.0,-8.0,-6.0,49.0,91.0,37.0,-69.0,71.0,4.0,4.0,-17.0,5.0,-3.0,76.0
90108,,,,,,,,,,,,,,,,,,,,,,,7.0,40.0,20.0,3.0,44.0,43.0,31.0,-42.0,-74.0,38.0,28.0,14.0,-4.0,17.0,36.0,-4.0,-9.0,-28.0,25.0,13.0,24.0,28.0,-9.0,-3.0,10.0,0.0,20.0,-4.0,-2.0,-15.0,15.0,19.0,0.0,-13.0,-19.0,4.0,-10.0,27.0
90109,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,38.0,60.0,-15.0,15.0,50.0,7.0,-8.0,71.0,-46.0,29.0,3.0,-45.0,-22.0,171.0,-157.0,16.0,36.0,-26.0,-29.0,223.0,-19.0,71.0,-39.0,-3.0,22.0,-162.0,-15.0,15.0,27.0,116.0,-3.0,84.0,-25.0,9.0
90110,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,-33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90112,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,46.0,73.0,33.0,78.0,13.0,42.0,38.0,28.0,-26.0,39.0,-28.0,56.0,-37.0,100.0,-50.0,-20.0,8.0,-11.0,-96.0,28.0,-61.0,36.0,-58.0,14.0,13.0,-8.0,3.0,76.0,7.0,4.0,49.0,6.0,12.0,-15.0
90114,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,98.0,58.0,59.0,32.0,-62.0,13.0,13.0,4.0,-14.0,,,,,,,,,,,,,,,,,,,,,,,,,
90115,,,,,,,,,,,,,,,,,,,,,,,,,,-21.0,93.0,20.0,22.0,14.0,57.0,5.0,-8.0,16.0,-25.0,52.0,9.0,-21.0,-24.0,55.0,-60.0,40.0,-3.0,50.0,-25.0,-24.0,72.0,-25.0,25.0,26.0,-10.0,99.0,-94.0,50.0,-35.0,-14.0,15.0,-14.0,25.0,-12.0
90121,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.0,111.0,26.0,57.0,17.0,36.0,30.0,21.0,-39.0,76.0,99.0,-17.0,-4.0,-23.0,9.0,-6.0,0.0,-6.0,-9.0,35.0,-14.0,21.0,-30.0,21.0,-16.0,19.0,-6.0,6.0,-1.0,-17.0,-11.0,17.0,23.0
90124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,66.0,29.0,96.0,-37.0,-7.0,-26.0,65.0,58.0,-32.0,51.0,-5.0,25.0,-22.0,17.0,7.0,-25.0,-22.0,-2.0,2.0,-8.0,8.0,44.0,-35.0,17.0,22.0,21.0,-54.0,-14.0,-10.0,0.0
90130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-113.0,158.0,14.0,7.0,-2.0,-40.0,23.0,-26.0,29.0,-24.0,93.0,-15.0,83.0,-84.0,-56.0,-127.0,-70.0,47.0,-47.0,199.0,48.0,10.0,-44.0,17.0,-7.0,14.0,-7.0,82.0,-38.0,-11.0,-6.0
90131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.0,73.0,42.0,123.0,61.0,49.0,-19.0,121.0,7.0,5.0,12.0,24.0,38.0,-25.0,-14.0,47.0,11.0,-21.0,-18.0,-7.0,-12.0,27.0,-72.0,64.0,41.0,-37.0,-22.0,1.0,23.0,2.0,10.0
90134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,-31.0,64.0,-42.0,,,,,,,,,,,,,,,,,,,,,,,,,
90139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,-22.0,101.0,-78.0,-25.0,-36.0,,,,,,,,,,,,,,,,,,,,,
90141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.0,31.0,216.0,13.0,2.0,41.0,20.0,-36.0,12.0,-5.0,-44.0,26.0,2.0,22.0,14.0,-11.0,-30.0,39.0,21.0,-29.0,20.0,-9.0,19.0,2.0,11.0
90142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,19.0,45.0,1.0,83.0,-42.0,20.0,-22.0,62.0,-49.0,22.0,-20.0,59.0,-47.0,8.0,7.0,55.0,-46.0,20.0,35.0,-31.0,-25.0,22.0,17.0,-17.0
90152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,20.0,7.0,76.0,24.0,146.0,32.0,-13.0,-39.0,-33.0,10.0,1.0,-41.0,38.0,-24.0,44.0,22.0,-10.0,-1.0,-16.0,44.0,-57.0,54.0
90154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0,7.0,,,,,,,,,,,,,,,,,,,,,
90155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,28.0,94.0,41.0,-11.0,5.0,-8.0,-65.0,129.0,-112.0,6.0,-16.0,33.0,39.0,-36.0,-10.0,29.0,-15.0,-4.0,-34.0,44.0,-6.0,52.0
90157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,28.0,-68.0,136.0,42.0,-11.0,-2.0,56.0,10.0,17.0,34.0,13.0,-66.0,6.0,-23.0,71.0,10.0,33.0,-10.0,3.0,34.0,-29.0,4.0
90158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,
90159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,66.0,62.0,29.0,21.0,54.0,-37.0,10.0,27.0,15.0,-11.0,1.0,61.0,-30.0,-3.0,8.0,5.0,-22.0,1.0,-14.0,4.0,19.0,40.0
90160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,-81.0,26.0,35.0,55.0,-60.0,83.0,15.0,44.0,19.0,22.0,20.0,-1.0,8.0,11.0,34.0,-5.0,57.0,-50.0,20.0,0.0,-38.0,57.0
90162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,5.0,-26.0,48.0,44.0,7.0,2.0,18.0,0.0,-9.0,44.0,-6.0,-5.0,31.0,-36.0,37.0,-139.0,149.0,-132.0,8.0,51.0,-6.0,40.0
90165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.0,194.0,-63.0,-29.0,182.0,38.0,3.0,92.0,11.0,8.0,15.0,0.0,1.0,71.0,1.0,12.0,-84.0,174.0,-80.0,-33.0,101.0,-165.0
90166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.0,,,,,,,,,,,,,,,,,,,,,
90171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,
90179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,-1.0,35.0,68.0,-7.0,-95.0,122.0,-124.0,-73.0,7.0,23.0,10.0,-51.0,26.0,-15.0,-23.0,34.0,-2.0,-3.0
90183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,-96.0,29.0,14.0,-11.0,-17.0,32.0,-29.0,32.0,-21.0,4.0,-17.0,17.0,-24.0,10.0,0.0,-2.0,-3.0,-12.0
90185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,18.0,-33.0,12.0,2.0,10.0,15.0,10.0,26.0,-20.0,14.0,-65.0,6.0,-8.0,89.0,48.0,-123.0,165.0,-177.0
90189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.0,71.0,-38.0,89.0,65.0,-28.0,40.0,17.0,-13.0,-10.0,60.0,49.0,-24.0,-23.0,17.0,15.0,19.0,-10.0,57.0
90192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,-84.0,-89.0,-5.0,159.0,-100.0,37.0,68.0,33.0,21.0,-29.0,62.0,45.0,8.0,-8.0,15.0,-11.0,-1.0,76.0
90193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,6.0,77.0,13.0,-185.0,135.0,8.0,105.0,32.0,-31.0,-79.0,92.0,-65.0,56.0,99.0,-180.0,-117.0,17.0,19.0
90197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42.0,-43.0,166.0,-10.0,,,,,,,,,,,,,,,
90205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,-54.0,-17.0,67.0,-67.0,-13.0,31.0,-141.0,53.0,17.0,-16.0,-2.0,200.0,-174.0,,
90207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,32.0,30.0,15.0,12.0,-169.0,168.0,-17.0,-102.0,139.0,16.0,24.0,-28.0,32.0
90208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,55.0,29.0,83.0,7.0,82.0,54.0,34.0,57.0,-12.0,21.0,22.0,-13.0,50.0,48.0
90209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,44.0,13.0,-61.0,49.0,36.0,33.0,-39.0,20.0,-4.0,15.0,8.0,11.0,7.0,26.0
90210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,-28.0,-11.0,64.0,-1.0,38.0,-1.0,42.0,31.0,30.0,-13.0,57.0,-1.0,19.0,20.0
90211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,-6.0,7.0,17.0,1.0,-48.0,133.0,-66.0,-61.0,11.0,,,,,
90215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28.0,23.0,30.0,51.0,20.0,-11.0,-42.0,24.0,37.0,-36.0,-33.0,28.0,-92.0,-11.0,8.0
90216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,3.0,23.0,6.0,37.0,24.0,-4.0,50.0,39.0,23.0,1.0,37.0,22.0,-49.0,44.0
90222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,5.0,16.0,46.0,11.0,-3.0,-23.0,36.0,13.0,20.0,-53.0,97.0,-80.0,19.0,-28.0
90223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,-23.0,-11.0,55.0,-52.0,22.0,106.0,91.0,-35.0,-30.0,53.0,-9.0,12.0,6.0,63.0
90224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,-77.0,5.0,132.0,-99.0,153.0,41.0,29.0,-25.0,2.0,-51.0,53.0,112.0
90225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,-46.0,55.0,-73.0,-36.0,60.0,23.0,-35.0,,,,,
90226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72.0,66.0,24.0,12.0,50.0,59.0,33.0,1.0,92.0,-73.0,-20.0,152.0,37.0
90230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,17.0,-35.0,,,,,,,,,,
90231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,41.0,49.0,,,,,,,,,,
90232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0,20.0,43.0,-19.0,15.0,6.0,-45.0,57.0,19.0,34.0,3.0,-51.0,110.0
90233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.0,28.0,118.0,12.0,23.0,33.0,-4.0,1.0,78.0,-117.0,158.0,-81.0,10.0
90235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-39.0,51.0,17.0,51.0,-76.0,144.0,7.0,-15.0,16.0,14.0,12.0,8.0,13.0
90237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,12.0,-6.0,33.0,35.0,10.0,23.0,39.0,4.0,6.0,-2.0,11.0,50.0
90241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,5.0,-57.0,12.0,43.0,26.0,170.0,-51.0,111.0,-41.0,-93.0,10.0
90242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,22.0,30.0,75.0,-26.0,40.0,37.0,-14.0,16.0,-5.0,2.0,7.0
90245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,69.0,37.0,16.0,36.0,4.0,44.0,-11.0,22.0,10.0,24.0
90247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.0,-11.0,-3.0,3.0,-163.0,1.0,34.0,-24.0,23.0,-18.0,-8.0
90252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,10.0,30.0,2.0,69.0,24.0,-12.0,10.0,10.0,53.0,26.0
90254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,52.0,24.0,56.0,50.0,13.0,-24.0,19.0,17.0,68.0,29.0
90256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,112.0,56.0,86.0,49.0,3.0,-47.0,55.0,19.0,4.0
90258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,12.0,45.0,23.0,9.0,20.0,10.0,4.0,-5.0,-3.0
90261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,32.0,-11.0,36.0,-4.0,62.0,-8.0,-14.0,-12.0,53.0
90272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,2.0,,,,,
90274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,24.0,47.0,-61.0,31.0,-127.0,9.0
90275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.0,21.0,,,,,
90276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,-44.0,,,,,
90279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,-89.0,225.0,112.0,-16.0,-21.0,67.0
90280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,27.0,84.0,-81.0,-38.0,21.0,61.0
90282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,273.0,22.0,11.0,1.0,39.0,13.0
90283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,-17.0,-9.0,63.0,20.0,-45.0,63.0
90284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.0,71.0,62.0,23.0,30.0,25.0,-24.0
90285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.0,89.0,55.0,-8.0,-4.0,29.0,13.0
90286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.0,-53.0,-2.0,213.0,-154.0,-60.0,19.0
90287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.0,98.0,-121.0,54.0,26.0,133.0
90288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.0,,,,,
90289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.0,14.0,-1.0,27.0,25.0,-24.0
90290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.0,-33.0,41.0,-16.0,84.0,90.0
90291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,114.0,31.0,49.0,70.0
90295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,48.0,-9.0,243.0,263.0
90297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47.0,102.0,-6.0,-17.0,25.0
90300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60.0,13.0,18.0
90303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,9.0,43.0
90304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.0,-13.0,-90.0
90306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,55.0,-9.0
90307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,57.0,5.0
90308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,48.0,37.0
90309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,-37.0,29.0
90310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.0,26.0,7.0
90313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,135.0,-139.0
90314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,165.0
90316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-166.0,15.0
90317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,137.0
