,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth
Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
Cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,172.0
90319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,76.0
100001,5.0,-6.0,3.0,22.0,-24.0,24.0,-3.0,-17.0,32.0,144.0,-150.0,5.0,-4.0,-11.0,4.0,-12.0,13.0,-1.0,219.0,-174.0,-45.0,4.0,12.0,191.0,-187.0,-3.0,-9.0,18.0,-6.0,-10.0,20.0,-1.0,-2.0,16.0,17.0,-59.0,25.0,-22.0,7.0,-19.0,27.0,-38.0,52.0,-56.0,-5.0,-41.0,61.0,-73.0,76.0,7.0,-26.0,-18.0,4.0,-19.0,34.0,5.0,-25.0,-21.0,22.0,13.0
100003,11.0,-19.0,22.0,-16.0,-34.0,-38.0,60.0,-20.0,16.0,7.0,-5.0,8.0,-8.0,-29.0,5.0,20.0,23.0,-12.0,112.0,23.0,17.0,-20.0,-1.0,-52.0,-43.0,-12.0,-1.0,-41.0,48.0,-13.0,15.0,-71.0,40.0,11.0,30.0,9.0,31.0,-190.0,181.0,-81.0,50.0,15.0,32.0,112.0,-75.0,16.0,44.0,-31.0,34.0,31.0,47.0,-54.0,27.0,-10.0,25.0,3.0,-7.0,19.0,26.0,76.0
100004,20.0,62.0,-56.0,-8.0,2.0,18.0,18.0,-24.0,20.0,20.0,3.0,5.0,-7.0,15.0,17.0,42.0,-41.0,9.0,18.0,9.0,-12.0,0.0,31.0,-2.0,5.0,-10.0,23.0,-11.0,26.0,-13.0,-2.0,-45.0,19.0,12.0,0.0,-26.0,14.0,-86.0,-2.0,-256.0,272.0,98.0,-4.0,-7.0,36.0,2.0,27.0,-52.0,27.0,-16.0,95.0,-42.0,-8.0,52.0,-47.0,82.0,-37.0,-43.0,2.0,21.0
100006,9.0,17.0,-73.0,16.0,9.0,12.0,-9.0,19.0,0.0,2.0,20.0,46.0,-30.0,-14.0,22.0,0.0,-2.0,21.0,-5.0,5.0,-3.0,-14.0,77.0,-47.0,-14.0,3.0,-49.0,14.0,-14.0,-29.0,7.0,-10.0,5.0,34.0,-49.0,11.0,59.0,-87.0,-29.0,-79.0,27.0,44.0,39.0,-3.0,-23.0,19.0,5.0,16.0,-19.0,-5.0,59.0,-16.0,-33.0,46.0,-33.0,28.0,3.0,-125.0,-8.0,45.0
100008,-20.0,17.0,-21.0,-22.0,16.0,24.0,-25.0,57.0,-25.0,15.0,9.0,40.0,-50.0,-5.0,19.0,56.0,-63.0,-9.0,1.0,12.0,-20.0,20.0,-20.0,-23.0,6.0,29.0,2.0,-5.0,2.0,15.0,3.0,8.0,-13.0,9.0,-23.0,43.0,-35.0,-11.0,-39.0,15.0,13.0,-16.0,19.0,-59.0,47.0,16.0,-22.0,24.0,-21.0,-2.0,-7.0,27.0,-16.0,9.0,2.0,20.0,-11.0,-7.0,-17.0,-29.0
100009,40.0,-60.0,5.0,17.0,6.0,-19.0,-4.0,18.0,-1.0,-11.0,15.0,17.0,-31.0,-1.0,68.0,-28.0,86.0,-113.0,21.0,97.0,-129.0,26.0,-4.0,-7.0,9.0,21.0,0.0,109.0,-141.0,19.0,-12.0,-12.0,2.0,7.0,1.0,10.0,-7.0,-91.0,52.0,1.0,-40.0,47.0,-35.0,101.0,-141.0,22.0,43.0,41.0,1.0,-2.0,69.0,-17.0,20.0,-16.0,-3.0,28.0,48.0,-12.0,-28.0,-83.0
100011,-52.0,62.0,26.0,-127.0,151.0,98.0,46.0,78.0,-32.0,24.0,-11.0,75.0,0.0,-37.0,-14.0,-38.0,23.0,1.0,61.0,15.0,-5.0,25.0,3.0,28.0,37.0,-66.0,13.0,-18.0,57.0,12.0,29.0,-16.0,-40.0,-12.0,-77.0,52.0,14.0,1.0,-2.0,25.0,-28.0,31.0,23.0,-51.0,58.0,23.0,-32.0,-1.0,-7.0,-2.0,-7.0,47.0,-35.0,10.0,-4.0,-9.0,6.0,0.0,31.0,1.0
100013,101.0,91.0,-174.0,-29.0,-1.0,50.0,-73.0,5.0,-8.0,2.0,-8.0,-9.0,31.0,-24.0,6.0,41.0,-13.0,-49.0,-418.0,16.0,37.0,15.0,29.0,7.0,18.0,20.0,-8.0,33.0,-7.0,-35.0,41.0,-28.0,7.0,32.0,-8.0,-73.0,51.0,39.0,-40.0,83.0,-39.0,-48.0,-12.0,-3.0,6.0,-1.0,-14.0,-16.0,47.0,-28.0,23.0,-3.0,-25.0,19.0,-13.0,16.0,-8.0,34.0,17.0,-67.0
100016,44.0,-52.0,15.0,1.0,-29.0,8.0,-9.0,8.0,-9.0,22.0,0.0,7.0,2.0,27.0,-6.0,-42.0,20.0,31.0,-23.0,-12.0,18.0,-2.0,19.0,-28.0,3.0,-13.0,58.0,-20.0,5.0,-2.0,11.0,31.0,-55.0,26.0,-33.0,33.0,49.0,-44.0,-37.0,136.0,-99.0,-16.0,-3.0,-40.0,41.0,-91.0,-12.0,-34.0,-29.0,-27.0,-10.0,0.0,44.0,13.0,-51.0,15.0,6.0,-14.0,-15.0,
100019,34.0,-61.0,65.0,-3.0,-35.0,35.0,-24.0,14.0,13.0,-4.0,27.0,-4.0,1.0,2.0,3.0,16.0,5.0,15.0,-23.0,20.0,-17.0,-9.0,7.0,19.0,-40.0,21.0,49.0,-12.0,-3.0,20.0,-25.0,-6.0,-8.0,18.0,91.0,-121.0,32.0,7.0,10.0,-55.0,92.0,-62.0,11.0,-28.0,26.0,9.0,-17.0,49.0,-56.0,44.0,73.0,-59.0,-61.0,24.0,-19.0,-1.0,-20.0,58.0,-5.0,-4.0
100024,21.0,-13.0,18.0,32.0,-52.0,54.0,-5.0,13.0,27.0,-30.0,13.0,15.0,-3.0,-32.0,24.0,33.0,-8.0,-22.0,11.0,1.0,23.0,-7.0,-9.0,22.0,23.0,-45.0,46.0,-22.0,14.0,-21.0,11.0,20.0,-41.0,-19.0,-3.0,8.0,-7.0,14.0,-14.0,26.0,-9.0,4.0,-20.0,23.0,-72.0,59.0,-27.0,-41.0,-21.0,-73.0,-20.0,-3.0,-2.0,10.0,15.0,-12.0,-30.0,12.0,-29.0,47.0
100030,46.0,-35.0,19.0,35.0,-2.0,-34.0,-30.0,51.0,-35.0,4.0,-6.0,4.0,-4.0,273.0,-265.0,-34.0,28.0,-9.0,17.0,-12.0,25.0,-15.0,-14.0,22.0,-33.0,26.0,-23.0,6.0,3.0,0.0,4.0,-6.0,10.0,4.0,-15.0,16.0,-8.0,-17.0,40.0,-12.0,21.0,4.0,39.0,-5.0,3.0,26.0,19.0,-2.0,-15.0,-7.0,31.0,-287.0,26.0,63.0,18.0,17.0,21.0,-3.0,16.0,163.0
100031,-8.0,-24.0,65.0,-21.0,24.0,-23.0,36.0,-27.0,-31.0,26.0,1.0,15.0,31.0,-54.0,16.0,0.0,27.0,29.0,-119.0,50.0,5.0,14.0,-23.0,37.0,32.0,-59.0,-35.0,57.0,8.0,5.0,25.0,-19.0,-57.0,48.0,32.0,-46.0,54.0,32.0,-74.0,10.0,-10.0,-19.0,-8.0,-2.0,9.0,14.0,8.0,2.0,-2.0,-8.0,4.0,-6.0,12.0,-3.0,-13.0,-3.0,-10.0,14.0,-4.0,-13.0
100032,0.0,39.0,-20.0,-25.0,40.0,-9.0,3.0,-24.0,31.0,-2.0,2.0,35.0,-23.0,-16.0,9.0,-20.0,49.0,-19.0,-8.0,16.0,-7.0,-5.0,21.0,-17.0,26.0,-51.0,17.0,0.0,25.0,1.0,6.0,6.0,-10.0,27.0,-21.0,-38.0,39.0,80.0,52.0,78.0,-103.0,-35.0,-25.0,-5.0,-15.0,-10.0,14.0,-29.0,4.0,20.0,29.0,-81.0,45.0,16.0,-47.0,50.0,-26.0,28.0,-1.0,-6.0
100037,-27.0,10.0,3.0,-21.0,-6.0,46.0,-5.0,-41.0,42.0,-7.0,-12.0,31.0,-19.0,-4.0,6.0,-42.0,49.0,4.0,-21.0,9.0,10.0,5.0,7.0,-3.0,-8.0,13.0,-9.0,30.0,-38.0,13.0,9.0,-12.0,6.0,4.0,5.0,-41.0,40.0,119.0,-1.0,2.0,-20.0,-21.0,18.0,4.0,20.0,-3.0,-69.0,75.0,9.0,35.0,-35.0,26.0,-12.0,-2.0,-21.0,-8.0,-35.0,22.0,16.0,-10.0
100040,58.0,-106.0,4.0,27.0,18.0,-28.0,111.0,-160.0,63.0,-24.0,154.0,-211.0,24.0,-282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100041,59.0,-31.0,6.0,10.0,16.0,25.0,22.0,12.0,-15.0,8.0,1.0,40.0,-13.0,20.0,41.0,-67.0,50.0,21.0,7.0,-22.0,47.0,90.0,-119.0,-15.0,30.0,36.0,-28.0,-8.0,-6.0,2.0,-16.0,-6.0,27.0,3.0,26.0,-72.0,69.0,151.0,-16.0,-13.0,35.0,0.0,8.0,-33.0,8.0,0.0,16.0,-3.0,-43.0,27.0,22.0,-49.0,46.0,-2.0,-63.0,15.0,34.0,-2.0,1.0,8.0
100042,27.0,-27.0,20.0,-22.0,30.0,-17.0,17.0,4.0,18.0,-26.0,6.0,3.0,4.0,24.0,11.0,2.0,-15.0,-10.0,2.0,5.0,-27.0,-8.0,41.0,-28.0,19.0,-8.0,2.0,45.0,-28.0,13.0,38.0,-39.0,-9.0,23.0,2.0,-2.0,39.0,-68.0,10.0,-18.0,14.0,-9.0,23.0,-33.0,11.0,29.0,-19.0,-25.0,30.0,11.0,-58.0,-35.0,65.0,-41.0,0.0,-2.0,75.0,-34.0,21.0,-55.0
100044,-27.0,-7.0,21.0,-9.0,27.0,-26.0,34.0,-1.0,-16.0,4.0,-10.0,18.0,-12.0,-33.0,86.0,12.0,0.0,159.0,-158.0,-20.0,9.0,-11.0,10.0,8.0,44.0,-42.0,-50.0,38.0,41.0,-64.0,-15.0,35.0,-14.0,26.0,-14.0,2.0,12.0,130.0,-7.0,-41.0,47.0,-45.0,2.0,-42.0,20.0,12.0,19.0,-24.0,-7.0,-6.0,-3.0,-54.0,10.0,-77.0,58.0,-36.0,23.0,21.0,4.0,-33.0
100047,,50.0,-12.0,17.0,-50.0,94.0,36.0,23.0,23.0,18.0,17.0,67.0,-83.0,-28.0,41.0,48.0,-27.0,26.0,18.0,-138.0,158.0,-75.0,34.0,74.0,-15.0,2.0,-12.0,14.0,6.0,-26.0,-374.0,268.0,-110.0,26.0,11.0,-3.0,10.0,-76.0,-28.0,-85.0,153.0,35.0,0.0,-23.0,57.0,3.0,26.0,0.0,-33.0,-35.0,144.0,-63.0,10.0,43.0,-9.0,-68.0,3.0,-1.0,23.0,102.0
100052,,,26.0,32.0,-9.0,-26.0,-28.0,68.0,63.0,19.0,-16.0,-89.0,77.0,101.0,-16.0,-16.0,48.0,-14.0,-5.0,-24.0,32.0,28.0,19.0,-38.0,0.0,18.0,16.0,2.0,32.0,13.0,-26.0,21.0,44.0,-71.0,40.0,-22.0,18.0,-24.0,66.0,-21.0,-3.0,81.0,-28.0,23.0,-12.0,-3.0,-3.0,-3.0,-21.0,-17.0,48.0,38.0,-30.0,-7.0,15.0,-9.0,24.0,-17.0,2.0,41.0
100054,,,,,33.0,69.0,28.0,12.0,-44.0,-33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100055,,,,,90.0,-25.0,-54.0,262.0,-44.0,83.0,-473.0,-14.0,37.0,2.0,36.0,-55.0,29.0,29.0,18.0,-10.0,21.0,-25.0,-30.0,43.0,-28.0,37.0,-42.0,-14.0,45.0,9.0,2.0,-19.0,8.0,8.0,56.0,-71.0,34.0,239.0,154.0,66.0,88.0,88.0,-79.0,25.0,-211.0,-5.0,38.0,-18.0,12.0,81.0,-130.0,-118.0,30.0,-27.0,30.0,-33.0,62.0,-28.0,-26.0,213.0
100058,,,,,,,58.0,9.0,13.0,-24.0,36.0,5.0,-25.0,33.0,9.0,-15.0,37.0,-32.0,24.0,-51.0,94.0,-36.0,-38.0,-20.0,92.0,-44.0,53.0,-29.0,-20.0,35.0,4.0,-1.0,-3.0,36.0,-1.0,-55.0,34.0,225.0,19.0,5.0,-20.0,119.0,-85.0,-30.0,3.0,-3.0,32.0,-15.0,-7.0,106.0,-19.0,-125.0,-14.0,-20.0,106.0,-17.0,-28.0,-47.0,150.0,28.0
100059,,,,,,,-10.0,-12.0,59.0,-39.0,-1.0,1.0,-4.0,-3.0,9.0,-19.0,29.0,0.0,4.0,-2.0,-6.0,249.0,48.0,5.0,-11.0,57.0,8.0,-42.0,24.0,6.0,1.0,-7.0,16.0,7.0,-6.0,9.0,25.0,-2.0,-6.0,-10.0,41.0,-3.0,14.0,-65.0,43.0,16.0,-3.0,-19.0,0.0,75.0,8.0,-117.0,105.0,-4.0,23.0,1.0,66.0,-109.0,-3.0,5.0
100060,,,,,,,,,49.0,1.0,12.0,-14.0,26.0,17.0,19.0,56.0,4.0,-11.0,19.0,-17.0,13.0,41.0,0.0,-30.0,14.0,-2.0,8.0,-1.0,12.0,12.0,-27.0,13.0,25.0,8.0,-4.0,19.0,-3.0,-3.0,52.0,-27.0,-10.0,27.0,19.0,20.0,-40.0,30.0,-8.0,-26.0,45.0,7.0,11.0,6.0,-32.0,81.0,-176.0,-15.0,73.0,12.0,30.0,-62.0
100062,,,,,,,,,,14.0,-16.0,57.0,20.0,30.0,54.0,12.0,64.0,35.0,28.0,13.0,-3.0,16.0,-197.0,66.0,70.0,24.0,53.0,26.0,-12.0,-52.0,44.0,16.0,-19.0,-13.0,-12.0,-200.0,-105.0,81.0,140.0,3.0,4.0,30.0,27.0,86.0,-8.0,38.0,-9.0,-30.0,-47.0,-11.0,1.0,51.0,-57.0,24.0,31.0,18.0,-61.0,0.0,12.0,-13.0
100063,,,,,,,,,,25.0,-16.0,-19.0,23.0,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100064,,,,,,,,,,,28.0,-63.0,7.0,30.0,59.0,8.0,11.0,45.0,-44.0,16.0,22.0,-13.0,-11.0,0.0,15.0,39.0,-8.0,-7.0,2.0,-1.0,1.0,17.0,-7.0,-11.0,19.0,18.0,7.0,-31.0,-2.0,5.0,3.0,-178.0,181.0,-120.0,-57.0,53.0,26.0,11.0,12.0,44.0,27.0,-143.0,16.0,46.0,-79.0,42.0,25.0,-46.0,37.0,51.0
100067,,,,,,,,,,,,,43.0,61.0,-30.0,-36.0,-154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100068,,,,,,,,,,,,,,-32.0,,2.0,-3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100077,,,,,,,,,,,,,,,,,,,,,,,161.0,-19.0,-14.0,41.0,5.0,-10.0,-158.0,12.0,60.0,-23.0,66.0,37.0,8.0,-176.0,250.0,-118.0,6.0,-2.0,-4.0,7.0,0.0,7.0,-5.0,8.0,-13.0,-7.0,-14.0,13.0,12.0,2.0,11.0,3.0,-12.0,18.0,-25.0,35.0,-18.0,-18.0
100079,,,,,,,,,,,,,,,,,,,,,,,13.0,12.0,52.0,85.0,-81.0,-69.0,266.0,-244.0,201.0,-115.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
100080,,,,,,,,,,,,,,,,,,,,,,,98.0,12.0,75.0,-27.0,26.0,-86.0,11.0,101.0,22.0,-149.0,4.0,23.0,14.0,-16.0,5.0,7.0,16.0,6.0,-54.0,-99.0,197.0,-27.0,32.0,-28.0,2.0,-181.0,38.0,29.0,50.0,-6.0,51.0,23.0,2.0,18.0,28.0,6.0,-11.0,44.0
100081,,,,,,,,,,,,,,,,,,,,,,,13.0,-112.0,189.0,34.0,20.0,-35.0,56.0,24.0,19.0,-46.0,34.0,8.0,45.0,-100.0,3.0,-116.0,-56.0,175.0,-112.0,-6.0,124.0,92.0,27.0,26.0,-37.0,58.0,-26.0,18.0,14.0,45.0,-13.0,-6.0,8.0,-3.0,-6.0,52.0,-18.0,-3.0
100088,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,33.0,-1.0,47.0,16.0,42.0,6.0,38.0,-1.0,15.0,-9.0,-15.0,39.0,13.0,-11.0,-138.0,26.0,34.0,32.0,46.0,-148.0,75.0,-4.0,28.0,12.0,-18.0,4.0,27.0,33.0,9.0,-1.0,7.0,-1.0,-24.0,20.0
100092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,6.0,-14.0,22.0,-6.0,28.0,1.0,-117.0,163.0,-73.0,49.0,-46.0,92.0,157.0,-12.0,27.0,-3.0,10.0,27.0,2.0,43.0,-76.0,-19.0,-18.0,-8.0,45.0,175.0,-174.0,-11.0,-12.0
100095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0,9.0,52.0,56.0,18.0,27.0,-45.0,90.0,-2.0,16.0,4.0,21.0,14.0,1.0,6.0,38.0,19.0,-22.0,15.0,30.0,1.0,-4.0,14.0,30.0,-4.0,17.0,-27.0,-13.0,1.0
100097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
100098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,-25.0,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,
100100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.0,2.0,40.0,-286.0,248.0,-13.0,-9.0,-12.0,57.0,30.0,-38.0,22.0,10.0,-5.0,-30.0,50.0,-17.0,-5.0,37.0,-215.0,28.0,292.0,-308.0,50.0,-36.0,248.0,23.0,-33.0
100101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.0,3.0,-2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
100108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.0,-210.0,44.0,26.0,-104.0,137.0,-32.0,46.0,12.0,40.0,44.0,-71.0,38.0,-19.0,10.0,32.0,56.0,12.0,-140.0,183.0,-44.0,9.0,14.0,143.0,-17.0,-20.0,-14.0
100112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59.0,74.0,21.0,-5.0,143.0,-28.0,44.0,4.0,37.0,-5.0,13.0,19.0,-13.0,4.0,-5.0,52.0,68.0,-73.0,54.0,46.0,-7.0,-27.0,29.0,-14.0,38.0
100113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.0,-35.0,-86.0,120.0,-63.0,4.0,21.0,38.0,88.0,48.0,66.0,-73.0,-34.0,40.0,-82.0,7.0,-75.0,30.0,6.0,32.0,11.0,-10.0,31.0,28.0,31.0
100115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,194.0,224.0,34.0,-34.0,5.0,13.0,-81.0,48.0,3.0,87.0,16.0,,,,,,,,,,,,,
100116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,18.0,-12.0,95.0,-82.0,36.0,-59.0,148.0,66.0,-21.0,49.0,-29.0,94.0,-67.0,-32.0,6.0,25.0,24.0,-11.0,5.0,-8.0,-9.0,3.0,-6.0,-7.0
100121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,24.0,3.0,131.0,-18.0,18.0,49.0,-8.0,50.0,-44.0,27.0,-40.0,35.0,11.0,15.0,-40.0,14.0,-39.0,34.0,-48.0
100125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,-7.0,-21.0,26.0,-25.0,-3.0,33.0,-20.0,-11.0,58.0,-8.0,-29.0,19.0,-7.0,-8.0,-13.0,71.0,-20.0,-11.0,51.0
100126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,26.0,25.0,21.0,38.0,-170.0,178.0,-99.0,45.0,31.0,31.0,22.0,30.0,94.0,-64.0,48.0,25.0,1.0,16.0,-27.0
100131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0,4.0,-172.0,206.0,-190.0,154.0,-128.0,-42.0,53.0,26.0,-10.0,54.0,-11.0,26.0,
100132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,-39.0,-2.0,,,,,,,,,,
100134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,19.0,-8.0,-8.0,21.0,0.0,-3.0,9.0,11.0,-17.0,15.0,2.0,-10.0
100138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,-43.0,120.0,11.0,-16.0,58.0,35.0,-4.0,29.0,1.0
100140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,39.0,-17.0,-29.0,-116.0,-5.0,63.0,11.0,44.0,6.0
100148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,44.0,34.0,26.0,-7.0,-14.0,-11.0,41.0,10.0,-14.0
100150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,20.0,47.0,76.0,13.0,5.0,40.0
100153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.0,-52.0,73.0,-19.0,-3.0,-1.0,
100155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,29.0,19.0,16.0,44.0,-2.0,
100156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,54.0,-21.0,165.0,-70.0,34.0,0.0
100157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,22.0,-13.0,-126.0,20.0,23.0,-91.0
100158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,-91.0,11.0,30.0,
100159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,-191.0,8.0,45.0,9.0
100160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.0,10.0,11.0,70.0,-10.0
100161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.0,204.0,65.0,5.0,-29.0
100162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,6.0,22.0,13.0
100164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.0,12.0,-10.0,
100166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.0,152.0,2.0,
100170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,-140.0
100171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0,49.0
100172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,
100173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-191.0,
100174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.0,14.0
100175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,27.0
100176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.0,16.0
100177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48.0
100178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0
100179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0
110001,41.0,30.0,-39.0,-37.0,85.0,4.0,-17.0,-10.0,39.0,-8.0,-16.0,-9.0,1.0,41.0,-11.0,-10.0,0.0,5.0,-2.0,-10.0,1.0,22.0,-7.0,-40.0,30.0,6.0,-3.0,-39.0,45.0,-9.0,-3.0,0.0,15.0,12.0,-13.0,-7.0,9.0,-47.0,18.0,11.0,-7.0,-6.0,4.0,-19.0,19.0,11.0,-16.0,-19.0,13.0,0.0,6.0,-7.0,0.0,9.0,-16.0,14.0,-12.0,8.0,-5.0,24.0
110002,-7.0,24.0,5.0,-7.0,-3.0,18.0,-2.0,5.0,9.0,6.0,-19.0,4.0,19.0,-19.0,11.0,-1.0,20.0,-5.0,-11.0,-13.0,-4.0,15.0,8.0,-1.0,7.0,-12.0,3.0,-21.0,19.0,-12.0,13.0,-7.0,12.0,-2.0,-15.0,-16.0,14.0,-2.0,7.0,17.0,-9.0,4.0,-13.0,6.0,-9.0,6.0,20.0,-29.0,6.0,5.0,-2.0,30.0,-30.0,-11.0,8.0,7.0,35.0,-41.0,14.0,-19.0
110003,44.0,44.0,-17.0,-41.0,38.0,12.0,3.0,-26.0,21.0,-8.0,22.0,-28.0,-28.0,-5.0,25.0,-29.0,31.0,7.0,-42.0,4.0,4.0,4.0,23.0,-47.0,49.0,-8.0,14.0,-34.0,45.0,-23.0,1.0,-9.0,12.0,23.0,-13.0,-6.0,10.0,-33.0,12.0,-27.0,15.0,27.0,-24.0,36.0,-37.0,14.0,3.0,253.0,-301.0,3.0,5.0,243.0,-248.0,17.0,-11.0,10.0,-22.0,17.0,5.0,-11.0
110004,17.0,10.0,-10.0,-4.0,17.0,0.0,-18.0,5.0,9.0,-1.0,-4.0,9.0,4.0,-4.0,-17.0,24.0,-18.0,4.0,-12.0,-11.0,26.0,-2.0,-4.0,-27.0,11.0,5.0,0.0,28.0,-21.0,7.0,-7.0,-2.0,-5.0,-1.0,12.0,11.0,-8.0,-10.0,-8.0,23.0,-24.0,-1.0,-8.0,2.0,-6.0,9.0,30.0,-15.0,-20.0,30.0,-7.0,7.0,-10.0,11.0,-6.0,-3.0,8.0,6.0,-1.0,6.0
