,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth
Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
Cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30088,,,,,,,,,,,,,,,,,,,,,,,,104.0,-6.0,40.0,132.0,-34.0,106.0,14.0,-41.0,77.0,-37.0,141.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-143.0,181.0,152.0,-133.0,-90.0,-163.0,,,,,,,,,,,,,,,,,,,,,,,,,
30113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,22.0,18.0,35.0,-23.0,27.0,-217.0,,,,,,,,,,,,,,,,,,,,,,
30149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,-46.0,-114.0,157.0,-89.0,31.0,18.0,-59.0,42.0,44.0,13.0,0.0,-12.0,-3.0,-75.0,72.0,-16.0,-111.0,11.0,-91.0,22.0,55.0,29.0,41.0,-27.0,63.0,-11.0,21.0,25.0
30155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,-103.0,,,,,,,,,,,,,,,,,,,,,,,,,
30157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,-47.0,,,,,,,,,,,,,,,,,,,,,,,,,
30158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,-61.0,,,,,,,,,,,,,,,,,,,,,,,,,
30161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.0,-3.0,-3.0,37.0,-6.0,-6.0,65.0,20.0,-18.0,-18.0,-11.0,41.0,28.0,-8.0,28.0,7.0,23.0,-50.0,33.0,-15.0,17.0,-11.0,38.0,-43.0,16.0,-14.0,28.0
30162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
30174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.0,-52.0,100.0,-68.0,267.0,-94.0,-43.0,-31.0,0.0,23.0,106.0,-76.0,12.0,58.0,-16.0,23.0,-20.0,24.0,2.0,-43.0,31.0,-151.0,40.0
30177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,4.0,,,,,,,,,,,,,,,,,,,,,
30179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0,-11.0,124.0,-22.0,-49.0,10.0,15.0,-33.0,159.0,-119.0,118.0,-78.0,92.0,-34.0,-132.0,24.0,-12.0,86.0,-18.0,63.0,34.0,-36.0,-62.0
30190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,86.0,18.0,196.0,-88.0,-314.0,147.0,,,,,,,,,,,,,,,
30191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,-25.0,85.0,24.0,-103.0,85.0,-130.0,162.0,-17.0,47.0,3.0,11.0,-13.0,-4.0,8.0,11.0,15.0,20.0,0.0
30193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,,,,,,,,,,,,,,,,,
30194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,-115.0,-21.0,15.0,79.0,-92.0,11.0,2.0,-19.0,5.0,16.0,-7.0,-12.0,30.0,-11.0,-26.0,32.0,6.0,27.0
30201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,42.0,-136.0,115.0,,,,,,,,,,,,,,,
30204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,62.0,-83.0,-12.0,,,,,,,,,,,,,,,
30205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.0,-3.0,-4.0,19.0,108.0,9.0,-37.0,-21.0,66.0,21.0,-88.0,-97.0,178.0,19.0,23.0,-36.0,72.0,-12.0,-280.0
30224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,-145.0,23.0,-45.0,18.0,73.0,-10.0,-90.0,24.0,16.0,63.0,7.0,-79.0,126.0,2.0,-103.0,116.0
30228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,-86.0,-63.0,184.0,-57.0,2.0,-31.0,-52.0,13.0,-31.0,163.0,2.0,19.0,-16.0,25.0
30234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,2.0,13.0,31.0,6.0,-21.0,11.0,-20.0,7.0,1.0,-15.0,16.0,278.0
30251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,169.0,-300.0,24.0,-36.0,23.0,-4.0,-20.0,,
30252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,-9.0,-6.0,-172.0,26.0,-10.0,69.0,11.0
30253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,-100.0,-23.0,126.0,-116.0,23.0,-15.0,-44.0
30255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,-1.0,-17.0,-157.0,90.0,30.0,18.0,-105.0
30266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,34.0,18.0,9.0,-13.0,12.0,30.0
30268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,-3.0,-59.0,51.0,-3.0,28.0,17.0
30270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,75.0,-28.0,-115.0,159.0,77.0,66.0
30271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,4.0,22.0,-23.0,33.0,193.0,-113.0
30273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.0,25.0,19.0,20.0
30276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.0,68.0,,
30277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.0,9.0,,
30278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.0,-27.0,142.0,24.0
30286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.0,31.0,24.0
30289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-102.0,22.0
40001,-17.0,7.0,20.0,-10.0,18.0,0.0,12.0,-16.0,24.0,-18.0,25.0,-18.0,18.0,-16.0,6.0,24.0,-6.0,-9.0,23.0,-5.0,-13.0,4.0,2.0,34.0,-37.0,15.0,-6.0,-37.0,39.0,-14.0,31.0,-3.0,-8.0,-1.0,-13.0,-15.0,36.0,-17.0,-4.0,20.0,-26.0,2.0,11.0,-9.0,4.0,8.0,-9.0,15.0,-7.0,-6.0,103.0,-15.0,18.0,10.0,1.0,-38.0,23.0,-3.0,20.0,23.0
40003,-1.0,-2.0,-30.0,25.0,-39.0,27.0,-25.0,24.0,-6.0,-15.0,17.0,26.0,0.0,-7.0,-14.0,35.0,-12.0,32.0,-45.0,-1.0,1.0,13.0,8.0,51.0,-58.0,2.0,26.0,-26.0,0.0,17.0,24.0,16.0,-19.0,15.0,-21.0,-65.0,64.0,20.0,-54.0,58.0,-41.0,33.0,-19.0,51.0,-49.0,-28.0,15.0,16.0,-14.0,-41.0,27.0,-33.0,-36.0,41.0,-11.0,2.0,-3.0,22.0,-4.0,13.0
40004,28.0,-23.0,18.0,22.0,-4.0,34.0,14.0,-36.0,-15.0,-14.0,56.0,-121.0,9.0,33.0,-16.0,17.0,-35.0,51.0,-21.0,43.0,-188.0,265.0,-69.0,91.0,27.0,-1.0,16.0,-27.0,25.0,-18.0,36.0,12.0,11.0,-11.0,26.0,-44.0,82.0,-175.0,0.0,-77.0,38.0,29.0,-18.0,-283.0,4.0,53.0,26.0,-19.0,202.0,83.0,47.0,-3.0,26.0,-24.0,42.0,-100.0,-58.0,-7.0,-147.0,194.0
40005,6.0,34.0,-46.0,5.0,-11.0,-2.0,6.0,-10.0,46.0,-48.0,14.0,17.0,-44.0,12.0,-46.0,-9.0,47.0,10.0,81.0,20.0,-76.0,-4.0,14.0,44.0,-82.0,1.0,31.0,5.0,-24.0,26.0,22.0,-28.0,13.0,25.0,-58.0,40.0,-36.0,30.0,80.0,-58.0,-57.0,-2.0,68.0,-75.0,-23.0,31.0,-10.0,-26.0,76.0,-27.0,96.0,-84.0,129.0,-28.0,-50.0,29.0,0.0,54.0,-62.0,-39.0
40006,-30.0,50.0,-6.0,-9.0,7.0,-19.0,-1.0,38.0,1.0,2.0,17.0,-32.0,8.0,-12.0,14.0,39.0,-6.0,-43.0,19.0,18.0,-3.0,-27.0,36.0,5.0,-11.0,-32.0,73.0,-74.0,39.0,-8.0,20.0,34.0,-51.0,8.0,-19.0,11.0,-5.0,-114.0,40.0,107.0,-90.0,44.0,19.0,10.0,17.0,25.0,-35.0,-16.0,13.0,-22.0,-30.0,27.0,-83.0,67.0,-17.0,29.0,-33.0,-131.0,-21.0,188.0
40007,20.0,19.0,-8.0,3.0,-16.0,9.0,-17.0,39.0,-33.0,-1.0,0.0,-5.0,13.0,10.0,-10.0,19.0,-1.0,-13.0,16.0,-29.0,17.0,15.0,-2.0,-9.0,-4.0,-3.0,-2.0,-4.0,9.0,51.0,-13.0,-9.0,-14.0,-7.0,9.0,-33.0,37.0,-211.0,15.0,96.0,-87.0,19.0,5.0,9.0,1.0,-5.0,-4.0,-39.0,12.0,-52.0,-27.0,30.0,-33.0,15.0,8.0,-18.0,26.0,9.0,4.0,15.0
40009,-8.0,-1.0,-3.0,3.0,4.0,26.0,2.0,-2.0,-15.0,10.0,15.0,-10.0,7.0,9.0,4.0,-3.0,-2.0,2.0,8.0,31.0,-32.0,60.0,-56.0,-29.0,70.0,-45.0,-22.0,27.0,-3.0,50.0,-60.0,2.0,3.0,-1.0,32.0,-26.0,15.0,93.0,-90.0,13.0,1.0,32.0,-57.0,-169.0,7.0,105.0,-64.0,-62.0,113.0,-190.0,56.0,87.0,-188.0,-138.0,,,,,,
40012,-30.0,3.0,6.0,23.0,-17.0,8.0,14.0,16.0,-9.0,6.0,-1.0,44.0,-49.0,10.0,-22.0,26.0,5.0,-3.0,11.0,-56.0,41.0,7.0,-12.0,-3.0,28.0,-17.0,9.0,4.0,-7.0,-13.0,22.0,8.0,-6.0,4.0,7.0,1.0,-13.0,-9.0,50.0,-43.0,25.0,-10.0,16.0,-3.0,-5.0,,,,,,,,,,,,,,,
40014,14.0,11.0,9.0,-19.0,30.0,-14.0,3.0,22.0,9.0,13.0,-3.0,17.0,-20.0,33.0,-20.0,29.0,-25.0,15.0,-7.0,-7.0,-2.0,11.0,-4.0,-9.0,14.0,3.0,6.0,68.0,-70.0,-9.0,7.0,2.0,0.0,-12.0,23.0,32.0,-22.0,-93.0,5.0,95.0,-21.0,-34.0,42.0,-22.0,97.0,-44.0,3.0,6.0,-23.0,-15.0,-17.0,69.0,-5.0,27.0,-2.0,25.0,7.0,20.0,9.0,1.0
40016,3.0,2.0,26.0,7.0,-3.0,10.0,107.0,-77.0,18.0,-8.0,-12.0,32.0,13.0,45.0,-41.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40021,-1.0,17.0,-14.0,14.0,74.0,-12.0,-56.0,-101.0,132.0,-51.0,119.0,-85.0,-27.0,10.0,-24.0,-23.0,30.0,8.0,-5.0,-48.0,106.0,-32.0,16.0,56.0,-59.0,-42.0,-7.0,23.0,50.0,5.0,-33.0,-24.0,44.0,-33.0,16.0,-28.0,12.0,-78.0,76.0,-68.0,31.0,-64.0,-112.0,31.0,34.0,,,,,,,,,,,,,,,
40023,19.0,32.0,-42.0,36.0,-8.0,-15.0,70.0,-68.0,20.0,-25.0,7.0,-8.0,28.0,-18.0,61.0,-38.0,-6.0,117.0,-102.0,-22.0,81.0,-160.0,38.0,177.0,-80.0,71.0,86.0,-59.0,49.0,96.0,-53.0,-29.0,-9.0,15.0,11.0,3.0,22.0,-42.0,-43.0,-30.0,37.0,-24.0,-63.0,14.0,-5.0,-160.0,62.0,-163.0,24.0,94.0,-74.0,61.0,36.0,41.0,38.0,-41.0,-59.0,53.0,64.0,-45.0
40026,8.0,-4.0,7.0,-12.0,16.0,-2.0,4.0,11.0,27.0,-17.0,-18.0,-15.0,15.0,-11.0,102.0,-75.0,-30.0,13.0,15.0,136.0,-139.0,156.0,-122.0,207.0,-238.0,7.0,-5.0,-33.0,107.0,-71.0,-93.0,-316.0,115.0,173.0,41.0,-64.0,33.0,-7.0,92.0,-67.0,20.0,-1.0,-3.0,-11.0,50.0,-6.0,45.0,-5.0,-19.0,83.0,-44.0,-76.0,78.0,-107.0,80.0,-46.0,-57.0,-131.0,-2.0,49.0
40028,-4.0,-10.0,23.0,-23.0,14.0,-3.0,-14.0,-6.0,1.0,-4.0,-1.0,10.0,16.0,-7.0,1.0,-13.0,13.0,-1.0,2.0,-6.0,23.0,1.0,4.0,-16.0,15.0,-2.0,19.0,8.0,-16.0,-5.0,20.0,-5.0,5.0,-4.0,6.0,12.0,9.0,-31.0,22.0,17.0,18.0,1.0,-32.0,52.0,-39.0,-14.0,-22.0,50.0,-33.0,-60.0,36.0,-22.0,4.0,-6.0,8.0,75.0,-46.0,-1.0,18.0,-13.0
40029,94.0,-145.0,94.0,-145.0,31.0,-146.0,7.0,-8.0,5.0,248.0,-233.0,-60.0,79.0,-33.0,19.0,-134.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40034,-50.0,-2.0,15.0,-38.0,-22.0,-194.0,203.0,-146.0,183.0,-76.0,43.0,-51.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40035,11.0,30.0,-49.0,19.0,41.0,-40.0,-7.0,7.0,-24.0,7.0,11.0,-16.0,-4.0,-19.0,24.0,-28.0,32.0,-12.0,21.0,-6.0,-15.0,-47.0,-10.0,-24.0,19.0,-26.0,122.0,-43.0,52.0,-73.0,-23.0,-17.0,25.0,-1.0,78.0,-17.0,1.0,18.0,-57.0,93.0,39.0,-3.0,67.0,-176.0,-119.0,3.0,37.0,-16.0,-23.0,41.0,-19.0,-42.0,55.0,-86.0,30.0,-50.0,48.0,39.0,-128.0,53.0
40036,8.0,-7.0,-7.0,8.0,-24.0,17.0,-19.0,-175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40039,-10.0,64.0,-24.0,16.0,11.0,-30.0,-171.0,28.0,49.0,-87.0,61.0,23.0,26.0,17.0,12.0,-108.0,224.0,4.0,46.0,-3.0,-22.0,41.0,45.0,-16.0,8.0,40.0,-13.0,27.0,-46.0,-29.0,21.0,15.0,-31.0,-18.0,10.0,-15.0,11.0,-25.0,77.0,6.0,-22.0,47.0,9.0,-92.0,81.0,9.0,-38.0,-10.0,43.0,-10.0,-7.0,14.0,70.0,-38.0,-11.0,50.0,-6.0,31.0,4.0,-6.0
40041,23.0,-4.0,-10.0,19.0,1.0,3.0,-18.0,-19.0,-11.0,36.0,-11.0,-14.0,-7.0,15.0,-8.0,-70.0,93.0,40.0,-35.0,-41.0,37.0,1.0,-21.0,-52.0,33.0,11.0,-14.0,-16.0,77.0,-19.0,6.0,2.0,-27.0,30.0,-9.0,-31.0,19.0,5.0,-10.0,-48.0,44.0,10.0,5.0,10.0,-16.0,13.0,13.0,-58.0,43.0,-24.0,-16.0,-13.0,22.0,6.0,-16.0,-6.0,26.0,-36.0,54.0,-44.0
40042,-8.0,-14.0,7.0,-18.0,5.0,5.0,-10.0,3.0,-14.0,-2.0,-4.0,0.0,-5.0,1.0,-17.0,-4.0,9.0,31.0,-17.0,1.0,0.0,-8.0,3.0,-24.0,8.0,-5.0,-25.0,-29.0,10.0,9.0,25.0,-3.0,12.0,0.0,24.0,-33.0,11.0,6.0,4.0,-8.0,27.0,-1.0,-3.0,2.0,18.0,-11.0,0.0,32.0,-27.0,-57.0,-21.0,-25.0,16.0,30.0,16.0,-60.0,15.0,-1.0,3.0,-5.0
40043,14.0,14.0,-41.0,18.0,-14.0,-22.0,141.0,-91.0,-12.0,-41.0,-17.0,17.0,15.0,0.0,89.0,-215.0,26.0,-13.0,0.0,-34.0,23.0,-19.0,1.0,36.0,-61.0,-20.0,67.0,-18.0,135.0,-60.0,-18.0,12.0,-9.0,47.0,-46.0,6.0,-10.0,66.0,79.0,-76.0,-171.0,8.0,4.0,9.0,-4.0,-12.0,-9.0,-60.0,22.0,39.0,-104.0,-73.0,242.0,21.0,68.0,-3.0,-54.0,32.0,30.0,-2.0
40045,25.0,95.0,-123.0,27.0,-3.0,58.0,-25.0,-160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40046,-8.0,11.0,11.0,-3.0,4.0,42.0,-35.0,50.0,-37.0,68.0,39.0,-5.0,-14.0,26.0,-22.0,-199.0,241.0,-8.0,15.0,-7.0,9.0,74.0,-97.0,6.0,-34.0,-30.0,13.0,-13.0,92.0,28.0,-46.0,12.0,12.0,17.0,13.0,-18.0,28.0,-14.0,-81.0,-88.0,108.0,-27.0,73.0,-113.0,114.0,-16.0,-7.0,-162.0,34.0,-14.0,225.0,-23.0,42.0,28.0,-28.0,25.0,29.0,-12.0,-8.0,-14.0
40047,-37.0,27.0,-19.0,23.0,-12.0,6.0,31.0,-8.0,7.0,14.0,-11.0,-10.0,8.0,9.0,16.0,-47.0,28.0,16.0,-15.0,19.0,-15.0,-10.0,29.0,-31.0,28.0,10.0,-23.0,15.0,33.0,-49.0,41.0,-23.0,-11.0,14.0,8.0,-27.0,23.0,111.0,-66.0,-46.0,17.0,-46.0,13.0,7.0,13.0,-13.0,2.0,14.0,27.0,14.0,48.0,49.0,-81.0,-33.0,200.0,-50.0,102.0,-11.0,7.0,-66.0
40048,-56.0,4.0,13.0,45.0,-37.0,19.0,15.0,41.0,-26.0,-3.0,1.0,26.0,-2.0,10.0,-36.0,-113.0,219.0,-56.0,32.0,50.0,-73.0,5.0,17.0,-42.0,-7.0,82.0,-101.0,-27.0,-39.0,18.0,32.0,40.0,4.0,-19.0,15.0,0.0,-11.0,40.0,-2.0,34.0,-43.0,13.0,45.0,-66.0,-4.0,18.0,-26.0,-42.0,37.0,-34.0,139.0,-77.0,61.0,24.0,54.0,-73.0,15.0,59.0,57.0,-73.0
40049,-22.0,15.0,-5.0,2.0,6.0,2.0,23.0,-29.0,5.0,0.0,-5.0,-17.0,-83.0,79.0,4.0,-71.0,67.0,15.0,2.0,-24.0,-5.0,16.0,11.0,-11.0,102.0,-59.0,9.0,-136.0,188.0,-74.0,-3.0,-26.0,-24.0,-36.0,4.0,9.0,-32.0,67.0,-37.0,51.0,-74.0,-12.0,2.0,-64.0,-18.0,-4.0,27.0,-70.0,66.0,-1.0,-9.0,8.0,52.0,9.0,7.0,-14.0,-37.0,61.0,-39.0,28.0
40050,3.0,18.0,3.0,1.0,-7.0,6.0,12.0,-37.0,35.0,3.0,-48.0,-6.0,-112.0,119.0,25.0,-88.0,77.0,2.0,-24.0,-2.0,114.0,-82.0,-41.0,-26.0,40.0,-58.0,8.0,-1.0,17.0,50.0,-18.0,-12.0,14.0,-5.0,-7.0,20.0,23.0,20.0,-19.0,-33.0,-16.0,-34.0,-2.0,-12.0,31.0,39.0,21.0,15.0,21.0,-43.0,6.0,-15.0,7.0,-14.0,9.0,-17.0,-10.0,17.0,-32.0,7.0
40051,-38.0,64.0,-16.0,-8.0,-13.0,52.0,42.0,-56.0,33.0,31.0,-27.0,1.0,30.0,8.0,58.0,-84.0,49.0,6.0,5.0,42.0,-2.0,58.0,-1.0,-20.0,-47.0,-31.0,49.0,-72.0,121.0,35.0,-56.0,36.0,-30.0,-13.0,67.0,-96.0,85.0,48.0,-48.0,3.0,10.0,0.0,23.0,-65.0,51.0,-3.0,-96.0,-19.0,33.0,14.0,-90.0,-273.0,56.0,14.0,18.0,132.0,-127.0,14.0,-66.0,5.0
40053,-28.0,4.0,12.0,0.0,-18.0,6.0,-15.0,12.0,-1.0,-20.0,8.0,-2.0,-16.0,15.0,-5.0,-58.0,81.0,31.0,-12.0,-50.0,53.0,-33.0,-18.0,4.0,12.0,10.0,-21.0,-56.0,49.0,10.0,45.0,-38.0,7.0,-16.0,25.0,-33.0,10.0,12.0,15.0,-66.0,38.0,-12.0,-9.0,-49.0,68.0,-22.0,-11.0,-23.0,78.0,-18.0,-23.0,-24.0,0.0,35.0,-13.0,-36.0,59.0,-9.0,-7.0,-24.0
40055,-26.0,-12.0,21.0,21.0,35.0,-28.0,36.0,5.0,4.0,-4.0,-16.0,39.0,3.0,-32.0,34.0,-78.0,104.0,7.0,-12.0,72.0,-59.0,-25.0,23.0,-7.0,-15.0,-52.0,-40.0,51.0,40.0,-25.0,71.0,2.0,-9.0,-32.0,27.0,-93.0,72.0,-89.0,162.0,-50.0,71.0,7.0,58.0,91.0,-69.0,,,,,,,,,,,,,,,
40059,-108.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40060,39.0,-82.0,61.0,109.0,-8.0,-19.0,115.0,-72.0,24.0,1.0,41.0,-51.0,49.0,-35.0,111.0,-130.0,52.0,-8.0,19.0,43.0,-32.0,-226.0,-2.0,-62.0,54.0,9.0,-45.0,-29.0,91.0,111.0,30.0,8.0,52.0,-5.0,-183.0,-39.0,70.0,172.0,-11.0,34.0,-2.0,78.0,-51.0,28.0,86.0,3.0,-54.0,-8.0,-28.0,45.0,19.0,-12.0,29.0,81.0,-48.0,86.0,-31.0,-29.0,3.0,0.0
40065,-1.0,22.0,-10.0,40.0,68.0,-2.0,28.0,-22.0,-22.0,-40.0,34.0,-62.0,111.0,66.0,6.0,-26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40066,65.0,-43.0,77.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40069,13.0,26.0,34.0,23.0,6.0,-64.0,85.0,-161.0,167.0,-116.0,102.0,-62.0,9.0,-10.0,101.0,187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40070,-359.0,-6.0,87.0,8.0,48.0,22.0,-21.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40073,-9.0,11.0,32.0,-79.0,54.0,19.0,34.0,-133.0,145.0,-33.0,-9.0,22.0,-33.0,31.0,53.0,-151.0,109.0,38.0,64.0,-61.0,109.0,-37.0,25.0,-139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40074,,,41.0,16.0,-39.0,26.0,42.0,9.0,49.0,70.0,-70.0,11.0,45.0,-32.0,101.0,2.0,-62.0,21.0,-10.0,19.0,33.0,26.0,-36.0,-148.0,128.0,-71.0,-45.0,42.0,6.0,-44.0,11.0,-10.0,51.0,24.0,-21.0,-4.0,53.0,-21.0,-12.0,99.0,-38.0,-31.0,68.0,-98.0,74.0,5.0,0.0,-48.0,19.0,46.0,74.0,-310.0,30.0,5.0,14.0,59.0,20.0,16.0,-61.0,33.0
40075,,,,,90.0,-21.0,11.0,155.0,262.0,-85.0,-145.0,8.0,-307.0,28.0,130.0,-85.0,43.0,5.0,95.0,-48.0,-35.0,-17.0,5.0,97.0,-54.0,-20.0,-27.0,-2.0,-201.0,41.0,32.0,19.0,-1.0,42.0,-98.0,145.0,77.0,103.0,39.0,-43.0,-14.0,32.0,-27.0,46.0,-46.0,23.0,-139.0,-87.0,16.0,-26.0,-95.0,103.0,-50.0,-135.0,6.0,-11.0,56.0,-20.0,234.0,-123.0
40080,,,,,,,,,7.0,41.0,3.0,-96.0,227.0,22.0,61.0,-59.0,19.0,-40.0,93.0,-22.0,50.0,-35.0,6.0,31.0,-23.0,31.0,-8.0,-18.0,30.0,-24.0,2.0,27.0,-35.0,9.0,4.0,158.0,-100.0,-79.0,-68.0,14.0,57.0,-15.0,-10.0,-5.0,-27.0,-15.0,-13.0,111.0,-57.0,-8.0,32.0,24.0,258.0,121.0,-195.0,-171.0,202.0,-103.0,108.0,-93.0
40081,,,,,,,,,33.0,-50.0,42.0,84.0,25.0,27.0,-6.0,-201.0,229.0,-2.0,0.0,10.0,24.0,-40.0,4.0,5.0,52.0,-51.0,22.0,-14.0,10.0,41.0,28.0,-63.0,35.0,45.0,52.0,-45.0,-10.0,34.0,-41.0,-168.0,38.0,29.0,-12.0,-196.0,221.0,-55.0,26.0,-208.0,209.0,4.0,65.0,10.0,0.0,-6.0,14.0,-3.0,1.0,-9.0,11.0,7.0
40082,,,,,,,,,27.0,27.0,0.0,21.0,-7.0,16.0,36.0,-45.0,67.0,4.0,10.0,-46.0,54.0,-4.0,18.0,16.0,-1.0,14.0,11.0,-18.0,13.0,18.0,12.0,-38.0,20.0,19.0,2.0,-38.0,39.0,42.0,147.0,61.0,14.0,4.0,-5.0,-10.0,33.0,-9.0,25.0,163.0,-137.0,3.0,10.0,-127.0,81.0,-28.0,-24.0,-43.0,111.0,-7.0,10.0,-32.0
40084,,,,,,,,,,,84.0,-25.0,19.0,56.0,-45.0,-94.0,19.0,22.0,-12.0,14.0,-17.0,2.0,2.0,-3.0,5.0,-4.0,-7.0,12.0,51.0,-21.0,23.0,-29.0,3.0,45.0,-35.0,-25.0,-16.0,29.0,-7.0,-12.0,-163.0,-7.0,122.0,-57.0,-1.0,,,,,,,,,,,,,,,
40086,,,,,,,,,,,33.0,60.0,24.0,36.0,29.0,-15.0,44.0,-21.0,37.0,23.0,-22.0,28.0,3.0,-5.0,25.0,9.0,28.0,-36.0,15.0,8.0,-2.0,13.0,15.0,-21.0,22.0,23.0,-25.0,63.0,31.0,-21.0,28.0,19.0,-5.0,21.0,-5.0,10.0,6.0,5.0,-26.0,-28.0,-63.0,-34.0,37.0,51.0,4.0,16.0,-33.0,223.0,-42.0,25.0
