,ttest,ttest_p,TF,TF Plate,Row,Col
37.0,-5.759150599718048,1.3688019229446347e-08,Hal9,1,B,12
61.0,-5.935385243090633,1.4185290060667354e-08,Yhp1,2,C,1
28.0,-5.771759091352969,1.642433186698472e-08,Ure2,2,B,9
178.0,-5.735588404281534,1.704261345863702e-08,MSN4,2,H,3
137.0,-5.818517197490145,2.134767738443151e-08,Std1,1,F,8
172.0,-5.707097210676899,2.2812459168708843e-08,ACA1,2,H,9
85.0,-5.642831351408953,2.8633424096504914e-08,Hsf1,1,D,12
103.0,-5.610651637085604,3.133822474848834e-08,Pdr8,1,E,7
171.0,-5.58223525992115,3.576083306561931e-08,DAL80,2,H,10
165.0,-5.642920809741764,3.617788809048815e-08,OAF1,2,G,9
20.0,-5.603883027404685,3.8635451536947694e-08,Mig3,2,A,8
19.0,-5.768946654335628,4.962603888159064e-08,Gal80,2,A,7
91.0,-5.557497779730237,5.1113206557630604e-08,Mbp1,1,D,6
133.0,-5.505661180154344,5.1521425906343996e-08,Ixr1,1,F,12
163.0,-5.505456352961018,5.220282109094413e-08,IMP2,2,G,7
95.0,-5.634894008907424,5.800205766621274e-08,Hot1,1,D,2
190.0,-5.494370691992893,7.494574070768036e-08,Stp4,1,H,3
27.0,-5.408095006136496,9.415842829823357e-08,Pho4,2,B,10
186.0,-5.289340068415802,1.8706806410574683e-07,Tec1,1,H,7
71.0,-5.349130041231226,3.610306563772882e-07,Sut1,2,C,11
55.0,-5.194030900327292,3.626732554943337e-07,Fkh2,1,C,7
145.0,-5.076738923949024,8.043865320280864e-07,Crz1,1,G,1
126.0,-5.054323524003594,8.309040981811514e-07,TDA9,2,F,7
130.0,-4.917914509546095,1.3385076982403597e-06,Dig2,2,F,3
6.0,-4.906015345659473,1.3599192321975308e-06,War1,1,A,6
144.0,-4.806412715340933,2.14015403812998e-06,Xbp1,1,F,1
131.0,-4.8028407054486815,2.1590941479636887e-06,Pho23,2,F,2
109.0,-4.911184075390497,2.6679588838556898e-06,Hac1,2,E,1
13.0,-4.689719602380744,3.484945585087474e-06,Gat1,2,A,1
14.0,-4.676429027196605,3.946325212298538e-06,Stb3,2,A,2
31.0,-4.635983673349619,4.907918896347895e-06,Hms2,2,B,6
157.0,-4.584633858407811,6.171264948565515e-06,RCS1,2,G,1
155.0,-4.530934390746084,7.434833706841659e-06,Gal3,1,G,11
1.0,-4.4805251649021525,8.8387606151933e-06,Put3,1,A,1
127.0,-4.53183457571316,1.1021791191323591e-05,GIN1,2,F,6
99.0,-4.419844261629329,1.2079223185484998e-05,Ace2,1,E,3
73.0,-4.505408085285886,1.3725694020135064e-05,Rgm1,2,D,12
129.0,-4.391549023465068,1.758824497319662e-05,Mss11,2,F,4
166.0,-4.257696213839596,2.5937436360071123e-05,GAL4,2,G,10
125.0,-4.240869507772561,3.0411901897992085e-05,SDD 4.00,2,F,8
67.0,-4.224541805513446,3.1516405444882564e-05,Tye7,2,C,7
9.0,-4.19903695710172,3.3908157825915986e-05,Dal81,1,A,9
134.0,-4.189149921671499,3.429025870161026e-05,Spt8,1,F,11
185.0,-4.128242649595377,4.162716241452043e-05,Mig1,1,H,8
169.0,-4.133442188637643,4.186429049666569e-05,HAP1,2,H,12
167.0,-4.194825456919638,4.31192920864505e-05,RDS1,2,G,11
24.0,-4.275768166368055,5.009189761437749e-05,Yox1,2,A,12
132.0,-3.941459748384345,0.00010180050612203887,Ras2,2,F,1
118.0,-3.942740341424259,0.00011730100043752265,Spt23,2,E,10
75.0,-3.9297472204265955,0.00011820870123262602,Srd1,2,D,10
148.0,-3.776637206770427,0.00019583708590846987,Spt10,1,G,4
34.0,-3.7903904379805247,0.00019700533505297518,Mig2,2,B,3
70.0,-3.663808372204616,0.0003048060855463581,Ino2,2,C,10
114.0,-3.5097574681918666,0.0005355032208037656,Nrg1,2,E,6
122.0,-3.4905202657334975,0.0005930542151687095,URC2,2,F,11
121.0,-3.464581675295324,0.0006503134584147739,OAF3,2,F,12
15.0,-3.4058759072938907,0.0007444366599960922,Uga3,2,A,3
98.0,-3.3413116610870914,0.0008825846294568065,Abf1,1,E,2
77.0,-3.358709862507061,0.0013040761739505319,Met31,2,D,8
22.0,-3.2380743740315543,0.0013077933707052198,Msn1,2,A,10
176.0,-3.227421054454846,0.0013657444381408412,GCR2,2,H,5
63.0,-3.22595528034505,0.00154767026747168,Mal33,2,C,3
97.0,-3.1736949170420603,0.0016476689477277835,Gis1,1,E,1
74.0,-3.3505923267703315,0.0024740836623305365,Met32,2,D,11
7.0,-3.0092013501441492,0.002856948615345796,Gcr1,1,A,7
124.0,-3.006410296417437,0.0031612395720330973,ZMS1,2,F,9
81.0,-3.117790286500655,0.0033261293857556897,Fzf1,2,D,4
72.0,-2.9642161877972897,0.003342826113908085,Cup9,2,C,12
182.0,-2.9192039842241195,0.003687316102819098,Hfi1,1,H,11
116.0,-2.813448424768453,0.005681661173322652,Hms1,2,E,8
117.0,-2.7630326267022594,0.006629443833713534,Hap3,2,E,9
62.0,-2.7238056516177482,0.006846327589006834,Rox1,2,C,2
26.0,-2.667114956897516,0.00871571864094408,Spt3,2,B,11
120.0,-2.654234544911033,0.009319668726216044,Hpc2,2,E,12
23.0,-2.5073169464244813,0.013938842479110577,Mac1,2,A,11
112.0,-2.569963554870903,0.015574013411420418,Lsm1,2,E,4
76.0,-2.43335050249249,0.02314266351190173,Met28,2,D,9
44.0,-2.2309919123502566,0.02993618705391161,Cat8,1,B,5
51.0,-2.1709914562622497,0.0314338054212232,Rap1,1,C,3
139.0,-2.0873646988991763,0.04207781316933618,Sfp1,1,F,6
170.0,-1.9934500805875088,0.04803770575690116,DAL82,2,H,11
128.0,-2.006140433177817,0.04822080309370554,Rfx1,2,F,5
143.0,-2.2952908291315697,0.050843210226496634,Met4,1,F,2
115.0,-1.9492465855201822,0.053883600624556556,Rtg1,2,E,7
138.0,-1.8929780540400942,0.06197709283404651,Tbf1,1,F,7
80.0,-1.7596984927088815,0.08422977305743855,Gcn4,2,D,5
53.0,-1.4639401616648344,0.14762391526962532,Zap1,1,C,5
119.0,-1.4079786011974005,0.16344058612717519,Pex2,2,E,11
82.0,-1.3675292370061867,0.18017754544045336,Rme1,2,D,3
29.0,-1.3592375310626459,0.19906774797102655,Phd1,2,B,8
79.0,-1.2034389079336199,0.23186096990914962,Hmo1,2,D,6
54.0,-0.8736678335726825,0.39095754990825915,Reb1,1,C,6
36.0,-0.6286330235779406,0.5300281827484641,Wtm1,2,B,1
84.0,0.5842270366353842,0.5844321575473159,Mcm1,2,D,1
35.0,-0.41748118276710655,0.6771402108609522,Bcy1,2,B,2
111.0,-0.3669843597647804,0.7168466503117927,Arg80,2,E,3
113.0,-0.2790679746127564,0.7882575813293852,Nrg2,2,E,5
78.0,,,Sub1,2,D,7
